soymas.to,1
luri.ca,True
solarsystem.social,1
write.vmst.io,True
social.sneezr.net,1
mastodon.gracewen.com,True
greenfield.masto.host,1
mastodon.127b.nl,1
social.sneak.ovh,True
proptech.news,1
carclub.social,1
lewishamcyclists.org.uk,True
sciences.social,True
vr-viverse-nginx.htcwowdev.com,True
toot.vara.lol,True
https://a.lufimianet.jp,1
toot.coinfundit.com,1
vacatureforum.nl,1
sunny.garden,True
odakyu.app,1
agora-thinktanks.social,True
beerweek.lol,True
devrel.boo,True
penstagram.tech,True
masto.quebec,True
beppo.online,True
stream.fillmorephx.com,True
djs.social,1
peertube.uno,True
birdsite.retiolus.net,True
stranger.social,1
christenson.social,True
werthyadventures.masto.host,1
kerr.social,True
oldbytes.space,1
social.hahmo.site,True
nptcomputing.xyz,True
outside.ofa.dog,1
bg.cafe,1
petrous.vislae.town,1
friends.cafe,1
loerzweiler.social,1
mastodon.cemea.org,True
meliora.family,1
https://kodow.net,1
iosdev.space,1
mastodon.josheh.net,1
pixelfed.nimber.online,1
octodon.social,1
social.starholder.us,True
rebel.ar,1
ozstream.net.au,1
relay.misskey.cf,True
misskey.pm,True
ursal.zone,True
go.lefti.sh,True
bear.community,1
alltatalla.se,True
martin.farrent.de,True
cromie.org,True
rioto.us,True
maxtodon.lol,True
mikumikudance.cloud,True
goatfan.club,1
mastodon.chedski.net,True
fedi.li,True
firekitten.social,1
relay.minecloud.ro,True
pxl.nochiiverse.eu,1
micro.bbalm.me,True
colliderbias.net,1
lediver.se,True
https://ghetti.monster,1
techlover.eu,1
mobilizemuc.org,True
minamina3710.com,1
https://cutebox.cc,1
mastodon.epdntm.org,1
zyzzsupremacy.xyz,True
https://gosuslugi.social,1
shuttlecraft.c07.in,True
mastodon.toptechtidbits.com,1
social-entorno-pruebas.wikimedia.es,1
mastodon.acc.sunet.se,1
chaotic.social,1
ayu.land,True
https://masto.destructatron.net,1
social.lfx.dev,1
https://p.jonossaseuraava.net,1
granitestate.social,1
fedi.bar,True
mstdn.digital,1
https://m.nogamenolife.me,1
whitehouse.org,1
bookstodon.thestorygraph.com,1
hiya.moe,True
sigin.fo,1
soc.claudon.me,True
mstdn.es,1
0.01010011.xyz,True
axiixc.com,True
kpop.social,1
www.spectrecollie.com,True
ladies.community,1
pixelfed.furryfandom.me,True
bgp.social,True
f-t.net.pl,1
fortat.fr,True
aniy.jp,True
ogtrekker.com,1
tomtaylor.co.uk,True
prismst.one,1
bihlink.glitch.me,True
tl.yumenosora.net,True
inductive.space,1
rap.social,1
70739a422394f5.lhr.life,True
suma-ev.social,1
fediforum.beststreamingclub.com,True
libretooth.gr,1
saltwatercity.org,1
https://electricrequiem.com,1
mkp.social,1
pixelfed.coupou.fr,True
https://social.hulb.club,1
0x.kiwi,True
greatloop.social,1
boating.social,1
mstdn.bgmn.net,1
polsci.social,1
characters.cafe,1
https://fedi.insertapp.net,1
innoq.social,True
mefi.social,1
prague.fyi,1
mastodon.primeharbor.com,True
friendica.surfzone.nz,True
theloading.bar,1
faked.org,True
s.place,True
stargarden.dnip.de,True
toot.beer,1
cubatech.social,1
wa.social,1
tootin.masto.host,1
madost.one,True
mastodon.tinyfox.dev,1
mastodon.country,True
social.feathered.space,True
bookwyrm.saayaa.space,1
massivedon1.idpk.net,True
mstdn.delmulin.com,1
mastodon.hacksrus.com,True
https://mexico-pensante.blog,1
audio-video.tech,1
mstdn.xicon.eu,1
mk.kazahana.cafe,True
ccc-ffm.space,True
rincha.club,1
lolitube.moe,True
360.cymru,True
nickkaczmarek.com,True
larsfosdal.blog,True
write.naln1.ca,True
mastodon.berlin,True
social.dheinemann.com,True
lor.sh,1
infosec.land,1
at.ethernick.com,True
mstdn.coffee-break.cc,True
meow.binaryfeline.com,True
https://toot.xxz.li,1
tkz.one,1
misskey.neko.cat,True
mtd.pythonasia.org,1
https://calckey.jp,1
social.theaddict.xyz,1
community.liferadio.at,1
mastodon.denizencity.com,1
lakora.us,True
chrisduffley.com,True
plural.cafe,True
pt.phast.ru,True
7sdre.am,True
amst.io,1
mstdn.dsnv.net,1
ruhr.social,1
rva.fyi,True
https://gts.daevien.com,1
talkedabout.social,1
social.ardechois.ovh,True
social.windhorsezen.org,True
mstdn.pt,True
https://nya.house,1
misskey.clustr.fun,True
mastodon.scot,1
https://social.thde.io,1
https://glee.li,1
mstdn.mattyatea.me,True
tek.social,1
twitter.dev.holtwick.de,True
toon.social,1
mas.town,1
stream.casually.cat,True
shows.rgb.monster,True
fediverse.demo.openlinksw.com,True
fox.yt,True
lonestar.chat,1
base6.dev,True
dataare.cool,1
www.ogijima.fr,True
social.tiarasnteakettles.com,True
timbo.social,1
mastodon.baroukh.com,True
pixelfed.fi,1
https://shoshal.com,1
theendpaper.social,1
infosexy.fun,1
occm.cc,1
social.datenschutz-guru.de,1
noblogo.org,True
mastodon.murui.me,True
mastodon.crepieux.eu,1
social.textasylum.de,True
stream.mstankiewi.cz,True
alpaca.gold,1
mastodon.denibol.com,True
generic.social,1
mediastodon.com,True
social.hydracurios.space,True
fedi.teebeeart.me,True
pixel.xarxa.cloud,1
porsche.earth,1
margio.ddns.net,True
hitchtube.fr,True
kokuzei.cyou,True
thesayres.org,True
taiwan.wtf,True
progressives.social,True
blog.ungra.dev,True
arcww.network,True
nomadic.bugs.casa,True
key.luhrck.com,True
zugzug.social,1
vier1.de,True
mofmof.coffee,1
bugarin.com.br,True
social.championpictures.at,1
giraffeviola.com,1
freundliches.de,1
rimfaxe.net,True
akkoma.mercurywork.shop,True
