CMDLINE python instances/scan_instances.py
MEM 88.886719 1683561015.9476
MEM 88.886719 1683561016.0479
MEM 89.144531 1683561016.1482
MEM 89.144531 1683561016.2486
MEM 89.144531 1683561016.3489
MEM 89.144531 1683561016.4492
MEM 89.144531 1683561016.5495
MEM 89.144531 1683561016.6498
MEM 89.144531 1683561016.7501
MEM 89.660156 1683561016.8504
MEM 103.324219 1683561016.9507
MEM 103.324219 1683561017.0510
MEM 103.324219 1683561017.1513
MEM 103.324219 1683561017.2517
MEM 103.324219 1683561017.3520
MEM 103.324219 1683561017.4524
MEM 103.582031 1683561017.5526
MEM 103.582031 1683561017.6529
MEM 103.582031 1683561017.7532
MEM 103.582031 1683561017.8535
MEM 103.582031 1683561017.9538
MEM 103.582031 1683561018.0541
MEM 103.582031 1683561018.1544
MEM 103.582031 1683561018.2547
MEM 103.582031 1683561018.3550
MEM 103.957031 1683561018.4553
MEM 103.957031 1683561018.5556
MEM 103.957031 1683561018.6559
MEM 103.957031 1683561018.7562
MEM 103.957031 1683561018.8565
MEM 103.957031 1683561018.9568
MEM 103.957031 1683561019.0571
MEM 103.957031 1683561019.1574
MEM 103.957031 1683561019.2577
MEM 103.957031 1683561019.3580
MEM 104.214844 1683561019.4583
MEM 104.214844 1683561019.5586
MEM 104.214844 1683561019.6589
MEM 104.214844 1683561019.7593
MEM 104.214844 1683561019.8596
MEM 104.214844 1683561019.9599
MEM 104.214844 1683561020.0602
MEM 104.214844 1683561020.1605
MEM 104.214844 1683561020.2608
MEM 104.214844 1683561020.3611
MEM 104.214844 1683561020.4614
MEM 104.214844 1683561020.5617
MEM 104.214844 1683561020.6620
MEM 104.214844 1683561020.7623
MEM 104.214844 1683561020.8626
MEM 104.214844 1683561020.9629
MEM 104.214844 1683561021.0632
MEM 104.214844 1683561021.1636
MEM 104.214844 1683561021.2639
MEM 104.214844 1683561021.3642
MEM 104.214844 1683561021.4645
MEM 104.472656 1683561021.5648
MEM 104.472656 1683561021.6651
MEM 104.472656 1683561021.7654
MEM 104.472656 1683561021.8657
MEM 104.472656 1683561021.9660
MEM 104.472656 1683561022.0663
MEM 104.730469 1683561022.1666
MEM 104.730469 1683561022.2669
MEM 104.730469 1683561022.3672
MEM 104.730469 1683561022.4675
MEM 104.730469 1683561022.5678
MEM 104.730469 1683561022.6680
MEM 104.730469 1683561022.7684
MEM 104.730469 1683561022.8686
MEM 104.730469 1683561022.9689
MEM 104.730469 1683561023.0692
MEM 104.730469 1683561023.1695
MEM 104.730469 1683561023.2698
MEM 104.730469 1683561023.3701
MEM 104.730469 1683561023.4704
MEM 104.730469 1683561023.5707
MEM 104.730469 1683561023.6710
MEM 104.730469 1683561023.7713
MEM 104.730469 1683561023.8716
MEM 104.730469 1683561023.9719
MEM 104.730469 1683561024.0722
MEM 104.730469 1683561024.1725
MEM 104.730469 1683561024.2728
MEM 104.730469 1683561024.3731
MEM 104.730469 1683561024.4734
MEM 104.730469 1683561024.5736
MEM 104.730469 1683561024.6739
MEM 104.730469 1683561024.7742
MEM 104.988281 1683561024.8746
MEM 104.988281 1683561024.9749
MEM 104.988281 1683561025.0752
MEM 104.988281 1683561025.1756
MEM 104.988281 1683561025.2759
MEM 104.988281 1683561025.3761
MEM 104.988281 1683561025.4765
MEM 104.988281 1683561025.5768
MEM 104.988281 1683561025.6771
MEM 104.988281 1683561025.7774
MEM 104.988281 1683561025.8777
MEM 104.988281 1683561025.9780
MEM 104.988281 1683561026.0783
MEM 104.988281 1683561026.1786
MEM 104.988281 1683561026.2789
MEM 104.988281 1683561026.3792
MEM 104.988281 1683561026.4795
MEM 104.988281 1683561026.5798
MEM 104.988281 1683561026.6801
MEM 104.988281 1683561026.7804
MEM 104.988281 1683561026.8807
MEM 104.988281 1683561026.9810
MEM 104.988281 1683561027.0813
MEM 104.988281 1683561027.1816
MEM 104.988281 1683561027.2819
MEM 105.246094 1683561027.3822
MEM 105.246094 1683561027.4825
MEM 105.246094 1683561027.5828
MEM 105.246094 1683561027.6831
MEM 105.246094 1683561027.7834
MEM 105.246094 1683561027.8837
MEM 105.246094 1683561027.9840
MEM 105.246094 1683561028.0843
MEM 105.246094 1683561028.1847
MEM 105.246094 1683561028.2850
MEM 105.246094 1683561028.3853
MEM 105.246094 1683561028.4856
MEM 105.246094 1683561028.5859
MEM 105.246094 1683561028.6861
MEM 105.503906 1683561028.7865
MEM 105.503906 1683561028.8867
MEM 105.503906 1683561028.9870
MEM 105.503906 1683561029.0873
MEM 105.503906 1683561029.1876
MEM 105.503906 1683561029.2879
MEM 105.503906 1683561029.3882
MEM 105.503906 1683561029.4885
MEM 105.503906 1683561029.5888
MEM 105.503906 1683561029.6891
MEM 105.503906 1683561029.7894
MEM 105.503906 1683561029.8897
MEM 105.503906 1683561029.9900
MEM 105.503906 1683561030.0904
MEM 105.503906 1683561030.1906
MEM 105.503906 1683561030.2909
MEM 105.503906 1683561030.3912
MEM 105.503906 1683561030.4915
MEM 105.503906 1683561030.5918
MEM 105.503906 1683561030.6921
MEM 105.503906 1683561030.7924
MEM 105.503906 1683561030.8927
MEM 105.503906 1683561030.9929
MEM 105.503906 1683561031.0933
MEM 105.503906 1683561031.1936
MEM 105.503906 1683561031.2940
MEM 105.503906 1683561031.3943
MEM 105.503906 1683561031.4946
MEM 105.761719 1683561031.5950
MEM 105.761719 1683561031.6952
MEM 105.761719 1683561031.7955
MEM 105.761719 1683561031.8958
MEM 105.761719 1683561031.9960
MEM 105.761719 1683561032.0963
MEM 105.761719 1683561032.1966
MEM 105.761719 1683561032.2969
MEM 105.761719 1683561032.3973
MEM 105.761719 1683561032.4977
MEM 106.019531 1683561032.5980
MEM 106.019531 1683561032.6982
MEM 106.019531 1683561032.7985
MEM 106.019531 1683561032.8987
MEM 106.019531 1683561032.9989
MEM 106.277344 1683561033.0992
MEM 106.277344 1683561033.1995
MEM 106.277344 1683561033.2997
MEM 106.277344 1683561033.3999
MEM 106.277344 1683561033.5002
MEM 106.277344 1683561033.6004
MEM 106.277344 1683561033.7006
MEM 106.535156 1683561033.8009
MEM 106.535156 1683561033.9011
MEM 106.535156 1683561034.0013
MEM 106.535156 1683561034.1016
MEM 106.535156 1683561034.2019
MEM 106.535156 1683561034.3021
MEM 106.535156 1683561034.4023
MEM 106.535156 1683561034.5026
MEM 106.535156 1683561034.6029
MEM 106.535156 1683561034.7032
MEM 106.535156 1683561034.8035
MEM 106.535156 1683561034.9038
MEM 106.535156 1683561035.0041
MEM 106.535156 1683561035.1044
MEM 106.535156 1683561035.2047
MEM 106.535156 1683561035.3051
MEM 106.535156 1683561035.4054
MEM 106.535156 1683561035.5056
MEM 106.535156 1683561035.6060
MEM 106.535156 1683561035.7063
MEM 106.535156 1683561035.8065
MEM 106.535156 1683561035.9068
MEM 106.535156 1683561036.0071
MEM 106.792969 1683561036.1074
MEM 106.792969 1683561036.2077
MEM 106.792969 1683561036.3080
MEM 106.792969 1683561036.4084
MEM 106.792969 1683561036.5087
MEM 106.792969 1683561036.6090
MEM 106.792969 1683561036.7093
MEM 106.792969 1683561036.8096
MEM 106.792969 1683561036.9099
MEM 106.792969 1683561037.0102
MEM 106.792969 1683561037.1105
MEM 106.792969 1683561037.2108
MEM 106.792969 1683561037.3111
MEM 106.792969 1683561037.4114
MEM 106.792969 1683561037.5117
MEM 106.792969 1683561037.6120
MEM 106.792969 1683561037.7123
MEM 106.792969 1683561037.8126
MEM 106.792969 1683561037.9128
MEM 106.792969 1683561038.0131
MEM 107.050781 1683561038.1134
MEM 107.050781 1683561038.2137
MEM 107.050781 1683561038.3140
MEM 107.050781 1683561038.4143
MEM 107.050781 1683561038.5146
MEM 107.050781 1683561038.6149
MEM 107.050781 1683561038.7152
MEM 107.050781 1683561038.8155
MEM 107.050781 1683561038.9158
MEM 107.050781 1683561039.0161
MEM 107.050781 1683561039.1164
MEM 107.050781 1683561039.2167
MEM 107.050781 1683561039.3170
MEM 107.050781 1683561039.4173
MEM 107.050781 1683561039.5176
MEM 107.050781 1683561039.6179
MEM 107.050781 1683561039.7182
MEM 107.050781 1683561039.8185
MEM 107.308594 1683561039.9188
MEM 107.308594 1683561040.0190
MEM 107.308594 1683561040.1193
MEM 107.308594 1683561040.2196
MEM 107.308594 1683561040.3200
MEM 107.308594 1683561040.4203
MEM 107.308594 1683561040.5207
MEM 107.308594 1683561040.6209
MEM 107.308594 1683561040.7212
MEM 107.308594 1683561040.8215
MEM 107.308594 1683561040.9219
MEM 107.308594 1683561041.0222
MEM 107.308594 1683561041.1225
MEM 107.308594 1683561041.2229
MEM 107.308594 1683561041.3232
MEM 107.308594 1683561041.4234
MEM 107.308594 1683561041.5237
MEM 107.308594 1683561041.6241
MEM 107.308594 1683561041.7244
MEM 107.308594 1683561041.8247
MEM 107.308594 1683561041.9251
MEM 107.566406 1683561042.0253
MEM 107.566406 1683561042.1257
MEM 107.566406 1683561042.2260
MEM 107.566406 1683561042.3263
MEM 107.566406 1683561042.4266
MEM 107.566406 1683561042.5269
MEM 107.566406 1683561042.6272
MEM 107.566406 1683561042.7276
MEM 107.566406 1683561042.8279
MEM 107.566406 1683561042.9282
MEM 107.566406 1683561043.0286
MEM 107.566406 1683561043.1289
MEM 107.566406 1683561043.2291
MEM 107.566406 1683561043.3295
MEM 107.566406 1683561043.4298
MEM 107.566406 1683561043.5301
MEM 107.566406 1683561043.6304
MEM 107.566406 1683561043.7307
MEM 107.566406 1683561043.8310
MEM 107.566406 1683561043.9313
MEM 107.566406 1683561044.0317
MEM 107.824219 1683561044.1320
MEM 107.824219 1683561044.2323
MEM 107.824219 1683561044.3326
MEM 107.824219 1683561044.4329
MEM 107.824219 1683561044.5333
MEM 107.824219 1683561044.6336
MEM 107.824219 1683561044.7338
MEM 107.824219 1683561044.8342
MEM 107.824219 1683561044.9345
MEM 107.824219 1683561045.0349
MEM 107.824219 1683561045.1352
MEM 107.824219 1683561045.2355
MEM 107.824219 1683561045.3359
MEM 107.824219 1683561045.4362
MEM 107.824219 1683561045.5365
MEM 107.824219 1683561045.6368
MEM 107.824219 1683561045.7372
MEM 108.082031 1683561045.8375
MEM 108.082031 1683561045.9378
MEM 108.082031 1683561046.0381
MEM 108.082031 1683561046.1384
MEM 108.082031 1683561046.2387
MEM 108.082031 1683561046.3390
MEM 108.082031 1683561046.4393
MEM 108.082031 1683561046.5396
MEM 108.082031 1683561046.6399
MEM 108.082031 1683561046.7402
MEM 108.082031 1683561046.8405
MEM 108.082031 1683561046.9408
MEM 108.082031 1683561047.0411
MEM 108.738281 1683561047.1415
MEM 108.738281 1683561047.2418
MEM 108.738281 1683561047.3422
MEM 108.738281 1683561047.4425
MEM 108.738281 1683561047.5428
MEM 108.738281 1683561047.6432
MEM 108.738281 1683561047.7435
MEM 108.738281 1683561047.8438
MEM 108.738281 1683561047.9441
MEM 108.738281 1683561048.0444
MEM 108.738281 1683561048.1447
MEM 108.738281 1683561048.2450
MEM 108.738281 1683561048.3453
MEM 108.738281 1683561048.4456
MEM 108.738281 1683561048.5459
MEM 108.738281 1683561048.6462
MEM 108.738281 1683561048.7465
MEM 108.738281 1683561048.8468
MEM 108.738281 1683561048.9471
MEM 108.738281 1683561049.0474
MEM 108.996094 1683561049.1477
MEM 108.996094 1683561049.2480
MEM 108.996094 1683561049.3483
MEM 108.996094 1683561049.4486
MEM 108.996094 1683561049.5489
MEM 108.996094 1683561049.6492
MEM 108.996094 1683561049.7495
MEM 108.996094 1683561049.8498
MEM 108.996094 1683561049.9501
MEM 108.996094 1683561050.0505
MEM 108.996094 1683561050.1508
MEM 108.996094 1683561050.2511
MEM 108.996094 1683561050.3514
MEM 108.996094 1683561050.4516
MEM 108.996094 1683561050.5520
MEM 108.996094 1683561050.6523
MEM 108.996094 1683561050.7525
MEM 108.996094 1683561050.8528
MEM 109.253906 1683561050.9531
MEM 109.253906 1683561051.0535
MEM 109.253906 1683561051.1538
MEM 109.253906 1683561051.2541
MEM 109.253906 1683561051.3544
MEM 109.253906 1683561051.4547
MEM 109.253906 1683561051.5550
MEM 109.253906 1683561051.6553
MEM 109.253906 1683561051.7555
MEM 109.253906 1683561051.8558
MEM 109.253906 1683561051.9562
MEM 109.253906 1683561052.0565
MEM 109.511719 1683561052.1568
MEM 109.511719 1683561052.2571
MEM 109.511719 1683561052.3574
MEM 109.511719 1683561052.4577
MEM 109.511719 1683561052.5580
MEM 109.511719 1683561052.6583
MEM 109.511719 1683561052.7586
MEM 109.511719 1683561052.8590
MEM 109.511719 1683561052.9593
MEM 109.511719 1683561053.0596
MEM 109.511719 1683561053.1599
MEM 109.511719 1683561053.2602
MEM 109.511719 1683561053.3605
MEM 109.511719 1683561053.4608
MEM 109.511719 1683561053.5611
MEM 109.511719 1683561053.6614
MEM 109.511719 1683561053.7617
MEM 109.511719 1683561053.8620
MEM 109.511719 1683561053.9624
MEM 109.511719 1683561054.0627
MEM 109.769531 1683561054.1630
MEM 109.769531 1683561054.2633
MEM 109.769531 1683561054.3637
MEM 109.769531 1683561054.4640
MEM 109.769531 1683561054.5642
MEM 109.769531 1683561054.6646
MEM 109.769531 1683561054.7649
MEM 109.769531 1683561054.8651
MEM 109.769531 1683561054.9654
MEM 109.769531 1683561055.0656
MEM 109.769531 1683561055.1658
MEM 109.769531 1683561055.2661
MEM 109.769531 1683561055.3663
MEM 109.769531 1683561055.4665
MEM 109.769531 1683561055.5668
MEM 109.769531 1683561055.6670
MEM 109.769531 1683561055.7673
MEM 109.769531 1683561055.8675
MEM 109.769531 1683561055.9677
MEM 110.027344 1683561056.0680
MEM 110.027344 1683561056.1683
MEM 110.027344 1683561056.2686
MEM 110.027344 1683561056.3689
MEM 110.027344 1683561056.4691
MEM 110.027344 1683561056.5694
MEM 110.027344 1683561056.6697
MEM 110.027344 1683561056.7700
MEM 110.027344 1683561056.8703
MEM 110.027344 1683561056.9706
MEM 110.027344 1683561057.0709
MEM 110.027344 1683561057.1712
MEM 110.027344 1683561057.2715
MEM 110.027344 1683561057.3718
MEM 110.027344 1683561057.4721
MEM 110.027344 1683561057.5723
MEM 110.027344 1683561057.6726
MEM 110.027344 1683561057.7728
MEM 110.285156 1683561057.8731
MEM 110.285156 1683561057.9733
MEM 110.285156 1683561058.0737
MEM 110.285156 1683561058.1739
MEM 110.285156 1683561058.2742
MEM 110.285156 1683561058.3744
MEM 110.285156 1683561058.4747
MEM 110.285156 1683561058.5749
MEM 110.285156 1683561058.6752
MEM 110.285156 1683561058.7754
MEM 110.285156 1683561058.8756
MEM 110.285156 1683561058.9759
MEM 110.285156 1683561059.0762
MEM 110.285156 1683561059.1765
MEM 110.285156 1683561059.2767
MEM 110.285156 1683561059.3770
MEM 110.285156 1683561059.4772
MEM 110.285156 1683561059.5775
MEM 110.285156 1683561059.6777
MEM 110.285156 1683561059.7780
MEM 110.542969 1683561059.8783
MEM 110.542969 1683561059.9785
MEM 110.542969 1683561060.0788
MEM 110.542969 1683561060.1791
MEM 110.542969 1683561060.2794
MEM 110.542969 1683561060.3797
MEM 110.542969 1683561060.4799
MEM 110.542969 1683561060.5802
MEM 110.542969 1683561060.6805
MEM 110.542969 1683561060.7808
MEM 110.542969 1683561060.8811
MEM 110.542969 1683561060.9814
MEM 110.542969 1683561061.0816
MEM 110.800781 1683561061.1819
MEM 110.800781 1683561061.2822
MEM 110.800781 1683561061.3824
MEM 110.800781 1683561061.4827
MEM 110.800781 1683561061.5829
MEM 110.800781 1683561061.6832
MEM 110.800781 1683561061.7835
MEM 110.800781 1683561061.8838
MEM 110.800781 1683561061.9841
MEM 110.800781 1683561062.0844
MEM 110.800781 1683561062.1847
MEM 110.800781 1683561062.2850
MEM 110.800781 1683561062.3853
MEM 110.800781 1683561062.4856
MEM 110.800781 1683561062.5858
MEM 110.800781 1683561062.6861
MEM 110.800781 1683561062.7864
MEM 111.058594 1683561062.8866
MEM 111.058594 1683561062.9869
MEM 111.058594 1683561063.0871
MEM 111.058594 1683561063.1874
MEM 111.058594 1683561063.2877
MEM 111.058594 1683561063.3879
MEM 111.058594 1683561063.4882
MEM 111.058594 1683561063.5884
MEM 111.058594 1683561063.6887
MEM 111.058594 1683561063.7890
MEM 111.058594 1683561063.8892
MEM 111.058594 1683561063.9895
MEM 111.058594 1683561064.0897
MEM 111.058594 1683561064.1900
MEM 111.058594 1683561064.2903
MEM 111.058594 1683561064.3906
MEM 111.058594 1683561064.4909
MEM 111.058594 1683561064.5911
MEM 111.058594 1683561064.6914
MEM 111.058594 1683561064.7916
MEM 111.316406 1683561064.8919
MEM 111.316406 1683561064.9922
MEM 111.316406 1683561065.0925
MEM 111.316406 1683561065.1927
MEM 111.316406 1683561065.2931
MEM 111.316406 1683561065.3933
MEM 111.316406 1683561065.4936
MEM 111.316406 1683561065.5938
MEM 111.316406 1683561065.6941
MEM 111.316406 1683561065.7943
MEM 111.316406 1683561065.8946
MEM 111.316406 1683561065.9948
MEM 111.316406 1683561066.0951
MEM 111.316406 1683561066.1954
MEM 111.316406 1683561066.2957
MEM 111.316406 1683561066.3960
MEM 111.316406 1683561066.4962
MEM 111.316406 1683561066.5965
MEM 111.316406 1683561066.6967
MEM 111.316406 1683561066.7970
MEM 111.574219 1683561066.8972
MEM 111.574219 1683561066.9975
MEM 111.574219 1683561067.0978
MEM 111.574219 1683561067.1981
MEM 111.574219 1683561067.2984
MEM 111.574219 1683561067.3987
MEM 111.574219 1683561067.4989
MEM 111.574219 1683561067.5992
MEM 111.574219 1683561067.6994
MEM 111.574219 1683561067.7997
MEM 111.574219 1683561067.9000
MEM 111.574219 1683561068.0002
MEM 111.574219 1683561068.1005
MEM 111.574219 1683561068.2007
MEM 111.574219 1683561068.3010
MEM 111.574219 1683561068.4013
MEM 111.574219 1683561068.5015
MEM 111.574219 1683561068.6018
MEM 111.574219 1683561068.7020
MEM 111.574219 1683561068.8023
MEM 111.574219 1683561068.9025
MEM 111.574219 1683561069.0027
MEM 111.832031 1683561069.1030
MEM 111.832031 1683561069.2032
MEM 111.832031 1683561069.3035
MEM 111.832031 1683561069.4038
MEM 111.832031 1683561069.5040
MEM 111.832031 1683561069.6043
MEM 111.832031 1683561069.7045
MEM 111.832031 1683561069.8048
MEM 111.832031 1683561069.9050
MEM 111.832031 1683561070.0053
MEM 111.832031 1683561070.1056
MEM 111.832031 1683561070.2058
MEM 111.832031 1683561070.3061
MEM 111.832031 1683561070.4063
MEM 111.832031 1683561070.5066
MEM 111.832031 1683561070.6069
MEM 111.832031 1683561070.7072
MEM 111.832031 1683561070.8074
MEM 111.832031 1683561070.9077
MEM 111.832031 1683561071.0080
MEM 112.089844 1683561071.1083
MEM 112.089844 1683561071.2086
MEM 112.089844 1683561071.3088
MEM 112.089844 1683561071.4091
MEM 112.089844 1683561071.5094
MEM 112.089844 1683561071.6096
MEM 112.089844 1683561071.7099
MEM 112.089844 1683561071.8101
MEM 112.089844 1683561071.9104
MEM 112.089844 1683561072.0107
MEM 112.089844 1683561072.1110
MEM 112.089844 1683561072.2113
MEM 112.089844 1683561072.3116
MEM 112.089844 1683561072.4119
MEM 112.347656 1683561072.5121
MEM 112.347656 1683561072.6124
MEM 112.347656 1683561072.7126
MEM 112.347656 1683561072.8129
MEM 112.347656 1683561072.9132
MEM 112.347656 1683561073.0134
MEM 112.347656 1683561073.1137
MEM 112.347656 1683561073.2140
MEM 112.347656 1683561073.3142
MEM 112.347656 1683561073.4145
MEM 112.347656 1683561073.5147
MEM 112.347656 1683561073.6150
MEM 112.347656 1683561073.7152
MEM 112.347656 1683561073.8154
MEM 112.347656 1683561073.9157
MEM 112.347656 1683561074.0160
MEM 112.605469 1683561074.1162
MEM 112.605469 1683561074.2165
MEM 112.605469 1683561074.3167
MEM 112.605469 1683561074.4170
MEM 112.605469 1683561074.5172
MEM 112.605469 1683561074.6175
MEM 112.605469 1683561074.7177
MEM 112.605469 1683561074.8180
MEM 112.605469 1683561074.9182
MEM 112.605469 1683561075.0185
MEM 112.605469 1683561075.1188
MEM 112.605469 1683561075.2191
MEM 112.605469 1683561075.3194
MEM 112.605469 1683561075.4196
MEM 112.605469 1683561075.5199
MEM 112.605469 1683561075.6201
MEM 112.605469 1683561075.7204
MEM 112.605469 1683561075.8207
MEM 112.605469 1683561075.9210
MEM 112.605469 1683561076.0213
MEM 112.863281 1683561076.1216
MEM 112.863281 1683561076.2218
MEM 112.863281 1683561076.3221
MEM 112.863281 1683561076.4224
MEM 112.863281 1683561076.5228
MEM 112.863281 1683561076.6230
MEM 112.863281 1683561076.7232
MEM 112.863281 1683561076.8235
MEM 112.863281 1683561076.9237
MEM 112.863281 1683561077.0240
MEM 112.863281 1683561077.1243
MEM 112.863281 1683561077.2245
MEM 112.863281 1683561077.3248
MEM 112.863281 1683561077.4251
MEM 112.863281 1683561077.5255
MEM 112.863281 1683561077.6258
MEM 112.863281 1683561077.7261
MEM 112.863281 1683561077.8265
MEM 112.863281 1683561077.9268
MEM 112.863281 1683561078.0271
MEM 113.121094 1683561078.1274
MEM 113.121094 1683561078.2277
MEM 113.121094 1683561078.3281
MEM 113.121094 1683561078.4285
MEM 113.121094 1683561078.5288
MEM 113.121094 1683561078.6291
MEM 113.121094 1683561078.7294
MEM 113.121094 1683561078.8297
MEM 113.121094 1683561078.9300
MEM 113.121094 1683561079.0304
MEM 113.121094 1683561079.1306
MEM 113.121094 1683561079.2310
MEM 113.121094 1683561079.3313
MEM 113.121094 1683561079.4316
MEM 113.378906 1683561079.5319
MEM 113.378906 1683561079.6322
MEM 113.378906 1683561079.7324
MEM 113.378906 1683561079.8327
MEM 113.378906 1683561079.9330
MEM 113.378906 1683561080.0333
MEM 113.378906 1683561080.1336
MEM 113.378906 1683561080.2339
MEM 113.378906 1683561080.3341
MEM 113.378906 1683561080.4345
MEM 113.378906 1683561080.5348
MEM 113.378906 1683561080.6352
MEM 113.378906 1683561080.7355
MEM 113.378906 1683561080.8358
MEM 113.378906 1683561080.9361
MEM 113.378906 1683561081.0364
MEM 113.378906 1683561081.1368
MEM 113.378906 1683561081.2371
MEM 113.378906 1683561081.3374
MEM 113.378906 1683561081.4377
MEM 113.378906 1683561081.5381
MEM 113.378906 1683561081.6384
MEM 113.378906 1683561081.7387
MEM 113.378906 1683561081.8390
MEM 113.378906 1683561081.9394
MEM 113.378906 1683561082.0398
MEM 113.636719 1683561082.1401
MEM 113.636719 1683561082.2405
MEM 113.636719 1683561082.3409
MEM 113.636719 1683561082.4413
MEM 113.636719 1683561082.5416
MEM 113.636719 1683561082.6420
MEM 113.636719 1683561082.7423
MEM 113.636719 1683561082.8427
MEM 113.636719 1683561082.9430
MEM 113.636719 1683561083.0434
MEM 113.636719 1683561083.1438
MEM 113.636719 1683561083.2441
MEM 113.636719 1683561083.3445
MEM 113.636719 1683561083.4448
MEM 113.636719 1683561083.5452
MEM 113.636719 1683561083.6456
MEM 113.636719 1683561083.7459
MEM 113.636719 1683561083.8463
MEM 113.636719 1683561083.9466
MEM 113.636719 1683561084.0470
MEM 113.894531 1683561084.1473
MEM 113.894531 1683561084.2476
MEM 113.894531 1683561084.3480
MEM 113.894531 1683561084.4484
MEM 113.894531 1683561084.5487
MEM 113.894531 1683561084.6490
MEM 113.894531 1683561084.7494
MEM 113.894531 1683561084.8498
MEM 113.894531 1683561084.9501
MEM 113.894531 1683561085.0504
MEM 113.894531 1683561085.1507
MEM 113.894531 1683561085.2510
MEM 113.894531 1683561085.3514
MEM 113.894531 1683561085.4517
MEM 113.894531 1683561085.5521
MEM 113.894531 1683561085.6524
MEM 113.894531 1683561085.7528
MEM 113.894531 1683561085.8532
MEM 113.894531 1683561085.9535
MEM 113.894531 1683561086.0539
MEM 113.894531 1683561086.1542
MEM 113.894531 1683561086.2546
MEM 113.894531 1683561086.3550
MEM 113.894531 1683561086.4554
MEM 113.894531 1683561086.5558
MEM 113.894531 1683561086.6561
MEM 113.894531 1683561086.7564
