CMDLINE python src/scan_instances.py
MEM 352.113281 1683825180.3590
MEM 352.113281 1683825180.4594
MEM 352.113281 1683825180.5597
MEM 352.113281 1683825180.6600
MEM 352.113281 1683825180.7604
MEM 352.113281 1683825180.8607
MEM 352.113281 1683825180.9610
MEM 352.113281 1683825181.0613
MEM 352.113281 1683825181.1617
MEM 352.113281 1683825181.2620
MEM 352.113281 1683825181.3624
MEM 352.113281 1683825181.4627
MEM 352.113281 1683825181.5631
MEM 352.113281 1683825181.6634
MEM 352.113281 1683825181.7637
MEM 352.113281 1683825181.8640
MEM 352.113281 1683825181.9644
MEM 352.113281 1683825182.0647
MEM 352.113281 1683825182.1650
MEM 352.113281 1683825182.2654
MEM 352.113281 1683825182.3658
MEM 352.113281 1683825182.4661
MEM 352.113281 1683825182.5664
MEM 352.113281 1683825182.6668
MEM 352.113281 1683825182.7671
MEM 352.113281 1683825182.8675
MEM 352.113281 1683825182.9678
MEM 352.113281 1683825183.0682
MEM 352.113281 1683825183.1685
MEM 352.113281 1683825183.2688
MEM 352.113281 1683825183.3692
MEM 352.113281 1683825183.4695
MEM 352.113281 1683825183.5699
MEM 352.113281 1683825183.6702
MEM 352.113281 1683825183.7705
MEM 352.113281 1683825183.8708
MEM 352.113281 1683825183.9711
MEM 352.113281 1683825184.0714
MEM 352.371094 1683825184.1717
MEM 352.371094 1683825184.2721
MEM 352.371094 1683825184.3724
MEM 352.371094 1683825184.4728
MEM 352.371094 1683825184.5731
MEM 352.371094 1683825184.6734
MEM 352.371094 1683825184.7738
MEM 352.371094 1683825184.8741
MEM 352.371094 1683825184.9745
MEM 352.371094 1683825185.0749
MEM 352.371094 1683825185.1754
MEM 352.371094 1683825185.2757
MEM 352.371094 1683825185.3760
MEM 352.371094 1683825185.4763
MEM 352.371094 1683825185.5766
MEM 352.371094 1683825185.6769
MEM 352.371094 1683825185.7772
MEM 352.371094 1683825185.8775
MEM 352.371094 1683825185.9778
MEM 352.371094 1683825186.0781
MEM 352.371094 1683825186.1784
MEM 352.371094 1683825186.2786
MEM 352.371094 1683825186.3790
MEM 352.371094 1683825186.4793
MEM 352.371094 1683825186.5796
MEM 352.371094 1683825186.6800
MEM 352.371094 1683825186.7803
MEM 352.371094 1683825186.8806
MEM 352.371094 1683825186.9809
MEM 352.371094 1683825187.0812
MEM 352.371094 1683825187.1815
MEM 352.371094 1683825187.2819
MEM 352.371094 1683825187.3823
MEM 352.371094 1683825187.4825
MEM 352.371094 1683825187.5829
MEM 352.371094 1683825187.6832
MEM 352.371094 1683825187.7835
MEM 352.371094 1683825187.8839
MEM 352.371094 1683825187.9842
MEM 352.371094 1683825188.0844
MEM 352.371094 1683825188.1848
MEM 352.371094 1683825188.2851
MEM 352.371094 1683825188.3854
MEM 352.371094 1683825188.4858
MEM 352.371094 1683825188.5860
MEM 352.371094 1683825188.6863
MEM 352.371094 1683825188.7866
MEM 352.371094 1683825188.8869
MEM 352.371094 1683825188.9872
MEM 352.371094 1683825189.0875
MEM 352.371094 1683825189.1878
MEM 352.371094 1683825189.2881
MEM 352.371094 1683825189.3884
MEM 352.371094 1683825189.4887
MEM 352.371094 1683825189.5889
MEM 352.371094 1683825189.6891
MEM 352.371094 1683825189.7894
MEM 352.371094 1683825189.8897
MEM 352.371094 1683825189.9899
MEM 352.371094 1683825190.0902
MEM 352.371094 1683825190.1906
MEM 352.371094 1683825190.2911
MEM 352.371094 1683825190.3915
MEM 352.371094 1683825190.4918
MEM 352.371094 1683825190.5922
MEM 352.371094 1683825190.6925
MEM 352.371094 1683825190.7929
MEM 352.371094 1683825190.8932
MEM 352.371094 1683825190.9936
MEM 352.371094 1683825191.0939
MEM 352.371094 1683825191.1942
MEM 352.371094 1683825191.2946
MEM 352.371094 1683825191.3949
MEM 352.371094 1683825191.4952
MEM 352.371094 1683825191.5955
MEM 352.371094 1683825191.6959
MEM 352.371094 1683825191.7962
MEM 352.371094 1683825191.8966
MEM 352.371094 1683825191.9969
MEM 352.371094 1683825192.0972
MEM 352.371094 1683825192.1975
MEM 352.371094 1683825192.2979
MEM 352.371094 1683825192.3982
MEM 352.371094 1683825192.4986
MEM 352.371094 1683825192.5988
MEM 352.371094 1683825192.6991
MEM 352.371094 1683825192.7994
MEM 352.371094 1683825192.8997
MEM 352.371094 1683825193.0000
MEM 352.371094 1683825193.1003
MEM 352.371094 1683825193.2006
MEM 352.371094 1683825193.3008
MEM 352.371094 1683825193.4011
MEM 352.371094 1683825193.5015
MEM 352.371094 1683825193.6021
MEM 352.371094 1683825193.7024
MEM 352.371094 1683825193.8027
MEM 352.371094 1683825193.9031
MEM 352.371094 1683825194.0034
MEM 352.371094 1683825194.1040
MEM 352.371094 1683825194.2046
MEM 352.371094 1683825194.3049
MEM 352.371094 1683825194.4051
MEM 352.371094 1683825194.5054
MEM 352.371094 1683825194.6057
MEM 352.371094 1683825194.7060
MEM 352.371094 1683825194.8063
MEM 352.371094 1683825194.9066
MEM 352.371094 1683825195.0069
MEM 352.371094 1683825195.1071
MEM 352.371094 1683825195.2076
MEM 352.371094 1683825195.3079
MEM 352.371094 1683825195.4084
MEM 352.371094 1683825195.5087
MEM 352.371094 1683825195.6090
MEM 352.371094 1683825195.7093
MEM 352.371094 1683825195.8096
MEM 352.371094 1683825195.9099
MEM 352.371094 1683825196.0103
MEM 352.371094 1683825196.1106
MEM 352.628906 1683825196.2109
MEM 352.628906 1683825196.3111
MEM 352.628906 1683825196.4114
MEM 352.628906 1683825196.5117
MEM 352.628906 1683825196.6121
MEM 352.628906 1683825196.7124
MEM 352.628906 1683825196.8127
MEM 352.628906 1683825196.9130
MEM 352.628906 1683825197.0133
MEM 352.628906 1683825197.1136
MEM 352.628906 1683825197.2139
MEM 352.628906 1683825197.3142
MEM 352.628906 1683825197.4145
MEM 352.628906 1683825197.5148
MEM 352.628906 1683825197.6151
MEM 352.628906 1683825197.7153
MEM 352.628906 1683825197.8156
MEM 352.628906 1683825197.9159
MEM 352.628906 1683825198.0162
MEM 352.628906 1683825198.1165
MEM 352.628906 1683825198.2168
MEM 352.628906 1683825198.3171
MEM 352.628906 1683825198.4174
MEM 352.628906 1683825198.5177
MEM 352.628906 1683825198.6179
MEM 352.628906 1683825198.7182
MEM 352.628906 1683825198.8185
MEM 352.628906 1683825198.9188
MEM 352.628906 1683825199.0191
MEM 352.628906 1683825199.1194
MEM 352.628906 1683825199.2196
MEM 352.628906 1683825199.3199
MEM 352.628906 1683825199.4202
MEM 352.628906 1683825199.5205
MEM 352.628906 1683825199.6208
MEM 352.628906 1683825199.7211
MEM 352.628906 1683825199.8214
MEM 352.628906 1683825199.9217
MEM 352.628906 1683825200.0220
MEM 352.628906 1683825200.1223
MEM 352.628906 1683825200.2226
MEM 352.628906 1683825200.3229
MEM 352.628906 1683825200.4232
MEM 352.628906 1683825200.5236
MEM 352.628906 1683825200.6240
MEM 352.628906 1683825200.7243
MEM 352.628906 1683825200.8247
MEM 352.628906 1683825200.9250
MEM 352.628906 1683825201.0253
MEM 352.628906 1683825201.1256
MEM 352.628906 1683825201.2259
MEM 352.628906 1683825201.3262
MEM 352.628906 1683825201.4265
MEM 352.628906 1683825201.5268
MEM 352.628906 1683825201.6271
MEM 352.628906 1683825201.7274
MEM 352.628906 1683825201.8277
MEM 352.628906 1683825201.9281
MEM 352.628906 1683825202.0283
MEM 352.628906 1683825202.1287
MEM 352.628906 1683825202.2290
MEM 352.628906 1683825202.3293
MEM 352.628906 1683825202.4297
MEM 352.628906 1683825202.5299
MEM 352.628906 1683825202.6302
MEM 352.628906 1683825202.7305
MEM 352.628906 1683825202.8308
MEM 352.628906 1683825202.9310
MEM 352.628906 1683825203.0313
MEM 352.628906 1683825203.1315
MEM 352.628906 1683825203.2318
MEM 352.628906 1683825203.3321
MEM 352.628906 1683825203.4323
MEM 352.628906 1683825203.5326
MEM 352.628906 1683825203.6329
MEM 352.628906 1683825203.7331
MEM 352.628906 1683825203.8334
MEM 352.628906 1683825203.9337
MEM 352.628906 1683825204.0339
MEM 352.628906 1683825204.1342
MEM 352.628906 1683825204.2345
MEM 352.628906 1683825204.3347
MEM 352.628906 1683825204.4350
MEM 352.628906 1683825204.5353
MEM 352.628906 1683825204.6355
MEM 352.628906 1683825204.7358
MEM 352.628906 1683825204.8360
MEM 352.628906 1683825204.9363
MEM 352.628906 1683825205.0366
MEM 352.628906 1683825205.1369
MEM 352.628906 1683825205.2372
MEM 352.628906 1683825205.3375
MEM 352.628906 1683825205.4377
MEM 352.628906 1683825205.5380
MEM 352.628906 1683825205.6383
MEM 352.628906 1683825205.7386
MEM 352.628906 1683825205.8389
MEM 352.628906 1683825205.9391
MEM 352.628906 1683825206.0394
MEM 352.628906 1683825206.1396
MEM 352.628906 1683825206.2398
MEM 352.628906 1683825206.3401
MEM 352.628906 1683825206.4404
MEM 352.628906 1683825206.5407
MEM 352.628906 1683825206.6411
MEM 352.628906 1683825206.7414
MEM 352.628906 1683825206.8417
MEM 352.628906 1683825206.9420
MEM 352.628906 1683825207.0422
MEM 352.628906 1683825207.1425
MEM 352.628906 1683825207.2428
MEM 352.628906 1683825207.3431
MEM 352.628906 1683825207.4433
MEM 352.628906 1683825207.5436
MEM 352.628906 1683825207.6439
MEM 352.628906 1683825207.7441
MEM 352.628906 1683825207.8444
MEM 352.628906 1683825207.9446
MEM 352.628906 1683825208.0449
MEM 352.628906 1683825208.1452
MEM 352.628906 1683825208.2455
MEM 352.628906 1683825208.3457
MEM 352.628906 1683825208.4460
MEM 352.628906 1683825208.5463
MEM 352.628906 1683825208.6466
MEM 352.628906 1683825208.7468
MEM 352.628906 1683825208.8471
MEM 352.628906 1683825208.9474
MEM 352.628906 1683825209.0476
MEM 352.628906 1683825209.1479
MEM 352.628906 1683825209.2482
MEM 352.628906 1683825209.3485
MEM 352.628906 1683825209.4488
MEM 352.628906 1683825209.5491
MEM 352.628906 1683825209.6494
MEM 352.628906 1683825209.7497
MEM 352.628906 1683825209.8500
MEM 352.628906 1683825209.9503
MEM 352.628906 1683825210.0506
MEM 352.628906 1683825210.1509
MEM 352.628906 1683825210.2511
MEM 352.628906 1683825210.3514
MEM 352.628906 1683825210.4517
MEM 352.628906 1683825210.5520
MEM 352.628906 1683825210.6523
MEM 352.628906 1683825210.7526
MEM 352.628906 1683825210.8528
MEM 352.628906 1683825210.9531
MEM 352.628906 1683825211.0533
MEM 352.628906 1683825211.1536
MEM 352.628906 1683825211.2539
MEM 352.628906 1683825211.3541
MEM 352.628906 1683825211.4544
MEM 352.628906 1683825211.5546
MEM 352.628906 1683825211.6549
MEM 352.628906 1683825211.7552
MEM 352.628906 1683825211.8555
MEM 352.628906 1683825211.9557
MEM 352.628906 1683825212.0560
MEM 352.628906 1683825212.1563
MEM 352.628906 1683825212.2566
MEM 352.628906 1683825212.3569
MEM 352.628906 1683825212.4572
MEM 352.628906 1683825212.5575
MEM 352.628906 1683825212.6578
MEM 352.628906 1683825212.7581
MEM 352.628906 1683825212.8584
MEM 352.628906 1683825212.9587
MEM 352.628906 1683825213.0590
MEM 352.628906 1683825213.1593
MEM 352.628906 1683825213.2596
MEM 352.628906 1683825213.3600
MEM 352.628906 1683825213.4602
MEM 352.628906 1683825213.5606
MEM 352.628906 1683825213.6609
MEM 352.628906 1683825213.7613
MEM 352.628906 1683825213.8616
MEM 352.628906 1683825213.9620
MEM 352.628906 1683825214.0623
MEM 352.628906 1683825214.1627
MEM 352.628906 1683825214.2630
MEM 352.628906 1683825214.3634
MEM 352.628906 1683825214.4637
MEM 352.628906 1683825214.5640
MEM 352.628906 1683825214.6644
MEM 352.628906 1683825214.7647
MEM 352.628906 1683825214.8650
MEM 352.628906 1683825214.9653
MEM 352.628906 1683825215.0657
MEM 352.628906 1683825215.1660
MEM 352.628906 1683825215.2663
MEM 352.628906 1683825215.3667
MEM 352.628906 1683825215.4670
MEM 352.628906 1683825215.5673
MEM 352.628906 1683825215.6676
MEM 352.628906 1683825215.7680
MEM 352.628906 1683825215.8684
MEM 352.628906 1683825215.9687
MEM 352.628906 1683825216.0690
MEM 352.628906 1683825216.1694
MEM 352.628906 1683825216.2697
MEM 352.628906 1683825216.3701
MEM 352.628906 1683825216.4704
MEM 352.628906 1683825216.5708
MEM 352.628906 1683825216.6712
MEM 352.886719 1683825216.7715
MEM 352.886719 1683825216.8719
MEM 352.886719 1683825216.9722
MEM 352.886719 1683825217.0726
MEM 352.886719 1683825217.1731
MEM 352.886719 1683825217.2734
MEM 352.886719 1683825217.3738
MEM 352.886719 1683825217.4741
MEM 352.886719 1683825217.5744
MEM 352.886719 1683825217.6747
MEM 352.886719 1683825217.7751
MEM 352.886719 1683825217.8754
MEM 352.886719 1683825217.9757
MEM 352.886719 1683825218.0759
MEM 352.886719 1683825218.1762
MEM 352.886719 1683825218.2765
MEM 352.886719 1683825218.3768
MEM 352.886719 1683825218.4772
MEM 352.886719 1683825218.5777
MEM 352.886719 1683825218.6780
MEM 352.886719 1683825218.7783
MEM 352.886719 1683825218.8786
MEM 352.886719 1683825218.9788
MEM 352.886719 1683825219.0791
MEM 352.886719 1683825219.1794
MEM 352.886719 1683825219.2796
MEM 352.886719 1683825219.3799
MEM 352.886719 1683825219.4802
MEM 352.886719 1683825219.5805
MEM 352.886719 1683825219.6808
MEM 352.886719 1683825219.7810
MEM 352.886719 1683825219.8813
MEM 352.886719 1683825219.9816
MEM 352.886719 1683825220.0819
MEM 352.886719 1683825220.1822
MEM 352.886719 1683825220.2825
MEM 352.886719 1683825220.3828
MEM 352.886719 1683825220.4831
MEM 352.886719 1683825220.5834
MEM 352.886719 1683825220.6837
MEM 352.886719 1683825220.7840
MEM 352.886719 1683825220.8842
MEM 352.886719 1683825220.9845
MEM 352.886719 1683825221.0848
MEM 352.886719 1683825221.1851
MEM 352.886719 1683825221.2854
MEM 352.886719 1683825221.3857
MEM 352.886719 1683825221.4859
MEM 352.886719 1683825221.5862
MEM 352.886719 1683825221.6865
MEM 352.886719 1683825221.7868
MEM 352.886719 1683825221.8870
MEM 352.886719 1683825221.9874
MEM 352.886719 1683825222.0877
MEM 352.886719 1683825222.1879
MEM 352.886719 1683825222.2882
MEM 352.886719 1683825222.3885
MEM 352.886719 1683825222.4888
MEM 352.886719 1683825222.5891
MEM 352.886719 1683825222.6894
MEM 352.886719 1683825222.7898
MEM 352.886719 1683825222.8901
MEM 352.886719 1683825222.9904
MEM 352.886719 1683825223.0907
MEM 352.886719 1683825223.1911
MEM 352.886719 1683825223.2914
MEM 352.886719 1683825223.3918
MEM 352.886719 1683825223.4921
MEM 352.886719 1683825223.5925
MEM 352.886719 1683825223.6928
MEM 352.886719 1683825223.7931
MEM 352.886719 1683825223.8935
MEM 352.886719 1683825223.9938
MEM 352.886719 1683825224.0942
MEM 352.886719 1683825224.1945
MEM 352.886719 1683825224.2948
MEM 352.886719 1683825224.3951
MEM 352.886719 1683825224.4955
MEM 352.886719 1683825224.5958
MEM 352.886719 1683825224.6962
MEM 352.886719 1683825224.7965
MEM 352.886719 1683825224.8969
MEM 352.886719 1683825224.9971
MEM 352.886719 1683825225.0974
MEM 352.886719 1683825225.1977
MEM 352.886719 1683825225.2981
MEM 352.886719 1683825225.3984
MEM 352.886719 1683825225.4986
MEM 352.886719 1683825225.5989
MEM 352.886719 1683825225.6992
MEM 352.886719 1683825225.7994
MEM 352.886719 1683825225.8997
MEM 352.886719 1683825226.0000
MEM 352.886719 1683825226.1003
MEM 352.886719 1683825226.2006
MEM 352.886719 1683825226.3008
MEM 352.886719 1683825226.4011
MEM 352.886719 1683825226.5014
MEM 352.886719 1683825226.6016
MEM 352.886719 1683825226.7019
MEM 352.886719 1683825226.8022
MEM 352.886719 1683825226.9025
MEM 352.886719 1683825227.0029
MEM 352.886719 1683825227.1032
MEM 352.886719 1683825227.2035
MEM 352.886719 1683825227.3038
MEM 352.886719 1683825227.4041
MEM 352.886719 1683825227.5045
MEM 352.886719 1683825227.6048
MEM 352.886719 1683825227.7051
MEM 352.886719 1683825227.8053
MEM 352.886719 1683825227.9056
MEM 352.886719 1683825228.0059
MEM 352.886719 1683825228.1063
MEM 352.886719 1683825228.2066
MEM 352.886719 1683825228.3070
MEM 352.886719 1683825228.4073
MEM 352.886719 1683825228.5076
MEM 353.144531 1683825228.6078
MEM 353.144531 1683825228.7081
MEM 353.144531 1683825228.8084
MEM 353.144531 1683825228.9086
MEM 353.144531 1683825229.0089
MEM 353.144531 1683825229.1092
MEM 353.144531 1683825229.2094
MEM 353.144531 1683825229.3097
MEM 353.144531 1683825229.4100
MEM 353.144531 1683825229.5103
MEM 353.144531 1683825229.6106
MEM 353.144531 1683825229.7110
MEM 353.144531 1683825229.8113
MEM 353.144531 1683825229.9116
MEM 353.144531 1683825230.0119
MEM 353.144531 1683825230.1123
MEM 353.144531 1683825230.2126
MEM 353.144531 1683825230.3129
MEM 353.144531 1683825230.4132
MEM 353.144531 1683825230.5136
MEM 353.144531 1683825230.6139
MEM 353.144531 1683825230.7142
MEM 353.144531 1683825230.8145
MEM 353.144531 1683825230.9149
MEM 353.144531 1683825231.0152
MEM 353.144531 1683825231.1155
MEM 353.144531 1683825231.2159
MEM 353.144531 1683825231.3162
MEM 353.144531 1683825231.4165
MEM 353.144531 1683825231.5168
MEM 353.144531 1683825231.6172
MEM 353.144531 1683825231.7175
MEM 353.144531 1683825231.8178
MEM 353.144531 1683825231.9181
MEM 353.144531 1683825232.0184
MEM 353.144531 1683825232.1188
MEM 353.144531 1683825232.2191
MEM 353.144531 1683825232.3194
MEM 353.144531 1683825232.4197
MEM 353.144531 1683825232.5201
MEM 353.144531 1683825232.6204
MEM 353.144531 1683825232.7207
MEM 353.144531 1683825232.8210
MEM 353.144531 1683825232.9214
MEM 353.144531 1683825233.0216
MEM 353.144531 1683825233.1220
MEM 353.144531 1683825233.2224
MEM 353.144531 1683825233.3228
MEM 353.144531 1683825233.4232
MEM 353.144531 1683825233.5234
MEM 353.144531 1683825233.6238
MEM 353.144531 1683825233.7240
MEM 353.144531 1683825233.8244
MEM 353.144531 1683825233.9246
MEM 353.144531 1683825234.0250
MEM 353.144531 1683825234.1252
MEM 353.144531 1683825234.2255
MEM 353.144531 1683825234.3258
MEM 353.144531 1683825234.4261
MEM 353.144531 1683825234.5264
MEM 353.144531 1683825234.6267
MEM 353.144531 1683825234.7269
MEM 353.144531 1683825234.8272
MEM 353.144531 1683825234.9275
MEM 353.144531 1683825235.0278
MEM 353.144531 1683825235.1280
MEM 353.144531 1683825235.2283
MEM 353.144531 1683825235.3286
MEM 353.144531 1683825235.4288
MEM 353.144531 1683825235.5292
MEM 353.144531 1683825235.6295
MEM 353.144531 1683825235.7298
MEM 353.144531 1683825235.8301
MEM 353.144531 1683825235.9304
MEM 353.144531 1683825236.0308
MEM 353.144531 1683825236.1311
MEM 353.144531 1683825236.2314
MEM 353.144531 1683825236.3317
MEM 353.144531 1683825236.4321
MEM 353.144531 1683825236.5324
MEM 353.144531 1683825236.6327
MEM 353.144531 1683825236.7330
MEM 353.144531 1683825236.8334
MEM 353.144531 1683825236.9336
MEM 353.144531 1683825237.0339
MEM 353.144531 1683825237.1342
MEM 353.144531 1683825237.2345
MEM 353.144531 1683825237.3349
MEM 353.144531 1683825237.4352
MEM 353.144531 1683825237.5355
MEM 353.144531 1683825237.6358
MEM 353.144531 1683825237.7360
MEM 353.144531 1683825237.8363
MEM 353.144531 1683825237.9366
MEM 353.144531 1683825238.0369
MEM 353.144531 1683825238.1372
MEM 353.144531 1683825238.2375
MEM 353.144531 1683825238.3377
MEM 353.144531 1683825238.4380
MEM 353.144531 1683825238.5383
MEM 353.144531 1683825238.6386
MEM 353.144531 1683825238.7390
MEM 353.144531 1683825238.8393
MEM 353.144531 1683825238.9397
MEM 353.144531 1683825239.0399
MEM 353.144531 1683825239.1402
MEM 353.144531 1683825239.2405
MEM 353.144531 1683825239.3408
MEM 353.144531 1683825239.4411
MEM 353.144531 1683825239.5413
MEM 353.144531 1683825239.6416
MEM 353.144531 1683825239.7419
MEM 353.144531 1683825239.8422
MEM 353.144531 1683825239.9427
MEM 353.144531 1683825240.0430
MEM 353.144531 1683825240.1433
MEM 353.144531 1683825240.2436
MEM 353.144531 1683825240.3439
MEM 353.144531 1683825240.4442
MEM 353.144531 1683825240.5445
MEM 353.144531 1683825240.6448
MEM 353.144531 1683825240.7451
MEM 353.144531 1683825240.8455
MEM 353.144531 1683825240.9458
MEM 353.144531 1683825241.0460
MEM 353.144531 1683825241.1463
MEM 353.144531 1683825241.2466
MEM 353.144531 1683825241.3469
MEM 353.144531 1683825241.4472
MEM 353.144531 1683825241.5475
MEM 353.144531 1683825241.6478
MEM 353.144531 1683825241.7480
MEM 353.144531 1683825241.8483
MEM 353.144531 1683825241.9486
MEM 353.144531 1683825242.0489
MEM 353.144531 1683825242.1491
MEM 353.144531 1683825242.2494
MEM 353.144531 1683825242.3497
MEM 353.144531 1683825242.4500
MEM 353.144531 1683825242.5502
MEM 353.144531 1683825242.6505
MEM 353.144531 1683825242.7508
MEM 353.144531 1683825242.8511
MEM 353.144531 1683825242.9514
MEM 353.144531 1683825243.0521
MEM 353.144531 1683825243.1524
MEM 353.144531 1683825243.2526
MEM 353.402344 1683825243.3529
MEM 353.402344 1683825243.4531
MEM 353.402344 1683825243.5534
MEM 353.402344 1683825243.6537
MEM 353.402344 1683825243.7540
MEM 353.402344 1683825243.8543
MEM 353.402344 1683825243.9547
MEM 353.402344 1683825244.0550
MEM 353.402344 1683825244.1552
MEM 353.402344 1683825244.2556
MEM 353.402344 1683825244.3559
MEM 353.402344 1683825244.4561
MEM 353.402344 1683825244.5564
MEM 353.402344 1683825244.6567
MEM 353.402344 1683825244.7570
MEM 353.402344 1683825244.8572
MEM 353.402344 1683825244.9574
MEM 353.402344 1683825245.0577
MEM 353.402344 1683825245.1580
MEM 353.402344 1683825245.2582
MEM 353.402344 1683825245.3585
MEM 353.402344 1683825245.4588
MEM 353.402344 1683825245.5591
MEM 353.402344 1683825245.6594
MEM 353.402344 1683825245.7600
MEM 353.402344 1683825245.8603
MEM 353.402344 1683825245.9606
MEM 353.402344 1683825246.0609
MEM 353.402344 1683825246.1612
MEM 353.402344 1683825246.2615
MEM 353.402344 1683825246.3618
MEM 353.402344 1683825246.4621
MEM 353.402344 1683825246.5625
MEM 353.402344 1683825246.6628
MEM 353.402344 1683825246.7631
MEM 353.402344 1683825246.8634
MEM 353.402344 1683825246.9638
MEM 353.402344 1683825247.0641
MEM 353.402344 1683825247.1644
MEM 353.402344 1683825247.2647
MEM 353.402344 1683825247.3650
MEM 353.402344 1683825247.4653
MEM 353.402344 1683825247.5656
MEM 353.402344 1683825247.6660
MEM 353.402344 1683825247.7663
MEM 353.402344 1683825247.8666
MEM 353.402344 1683825247.9669
MEM 353.402344 1683825248.0673
MEM 353.402344 1683825248.1676
MEM 353.402344 1683825248.2679
MEM 353.402344 1683825248.3682
MEM 353.402344 1683825248.4685
MEM 353.402344 1683825248.5688
MEM 353.402344 1683825248.6692
MEM 353.402344 1683825248.7695
MEM 353.402344 1683825248.8698
MEM 353.402344 1683825248.9701
MEM 353.402344 1683825249.0704
MEM 353.402344 1683825249.1707
MEM 353.402344 1683825249.2710
MEM 353.402344 1683825249.3713
MEM 353.402344 1683825249.4717
MEM 353.402344 1683825249.5719
MEM 353.402344 1683825249.6722
MEM 353.402344 1683825249.7726
MEM 353.402344 1683825249.8729
MEM 353.402344 1683825249.9732
MEM 353.402344 1683825250.0734
MEM 353.402344 1683825250.1737
MEM 353.402344 1683825250.2740
MEM 353.402344 1683825250.3742
MEM 353.402344 1683825250.4745
MEM 353.402344 1683825250.5748
MEM 353.402344 1683825250.6750
MEM 353.402344 1683825250.7753
MEM 353.402344 1683825250.8757
MEM 353.402344 1683825250.9760
MEM 353.402344 1683825251.0763
MEM 353.402344 1683825251.1766
MEM 353.402344 1683825251.2769
MEM 353.402344 1683825251.3772
MEM 353.402344 1683825251.4775
MEM 353.402344 1683825251.5779
MEM 353.402344 1683825251.6783
MEM 353.402344 1683825251.7786
MEM 353.402344 1683825251.8789
MEM 353.402344 1683825251.9792
MEM 353.402344 1683825252.0796
MEM 353.402344 1683825252.1799
MEM 353.402344 1683825252.2802
MEM 353.402344 1683825252.3805
MEM 353.402344 1683825252.4808
MEM 353.402344 1683825252.5811
MEM 353.402344 1683825252.6815
MEM 353.402344 1683825252.7818
MEM 353.402344 1683825252.8821
MEM 353.402344 1683825252.9824
MEM 353.402344 1683825253.0827
MEM 353.402344 1683825253.1830
MEM 353.402344 1683825253.2833
MEM 353.402344 1683825253.3836
MEM 353.402344 1683825253.4839
MEM 353.402344 1683825253.5841
MEM 353.402344 1683825253.6844
MEM 353.402344 1683825253.7847
MEM 353.402344 1683825253.8851
MEM 353.402344 1683825253.9858
MEM 353.402344 1683825254.0861
MEM 353.402344 1683825254.1864
MEM 353.402344 1683825254.2867
MEM 353.402344 1683825254.3869
MEM 353.402344 1683825254.4872
MEM 353.402344 1683825254.5875
MEM 353.402344 1683825254.6878
MEM 353.402344 1683825254.7882
MEM 353.402344 1683825254.8885
MEM 353.402344 1683825254.9889
MEM 353.402344 1683825255.0892
MEM 353.402344 1683825255.1895
MEM 353.402344 1683825255.2898
MEM 353.402344 1683825255.3901
MEM 353.402344 1683825255.4904
MEM 353.402344 1683825255.5906
MEM 353.402344 1683825255.6909
MEM 353.402344 1683825255.7912
MEM 353.402344 1683825255.8915
MEM 353.402344 1683825255.9917
MEM 353.402344 1683825256.0920
MEM 353.402344 1683825256.1923
MEM 353.402344 1683825256.2925
MEM 353.402344 1683825256.3928
MEM 353.402344 1683825256.4931
MEM 353.402344 1683825256.5934
MEM 353.402344 1683825256.6937
MEM 353.402344 1683825256.7940
MEM 353.402344 1683825256.8942
MEM 353.402344 1683825256.9945
MEM 353.402344 1683825257.0948
MEM 353.402344 1683825257.1951
MEM 353.402344 1683825257.2954
MEM 353.402344 1683825257.3956
MEM 353.402344 1683825257.4960
MEM 353.402344 1683825257.5963
MEM 353.402344 1683825257.6966
MEM 353.402344 1683825257.7969
MEM 353.402344 1683825257.8972
MEM 353.660156 1683825257.9975
MEM 353.660156 1683825258.0979
MEM 353.660156 1683825258.1983
MEM 353.660156 1683825258.2986
MEM 353.660156 1683825258.3989
MEM 353.660156 1683825258.4992
MEM 353.660156 1683825258.5995
MEM 353.660156 1683825258.6998
MEM 353.660156 1683825258.8002
MEM 353.660156 1683825258.9005
MEM 353.660156 1683825259.0008
MEM 353.660156 1683825259.1011
MEM 353.660156 1683825259.2014
MEM 353.660156 1683825259.3018
MEM 353.660156 1683825259.4021
MEM 353.660156 1683825259.5024
MEM 353.660156 1683825259.6027
MEM 353.660156 1683825259.7030
MEM 353.660156 1683825259.8033
MEM 353.660156 1683825259.9036
MEM 353.660156 1683825260.0039
MEM 353.660156 1683825260.1042
MEM 353.660156 1683825260.2045
MEM 353.660156 1683825260.3050
MEM 353.660156 1683825260.4055
MEM 353.660156 1683825260.5059
MEM 353.660156 1683825260.6062
MEM 353.660156 1683825260.7065
MEM 353.660156 1683825260.8069
MEM 353.660156 1683825260.9072
MEM 353.660156 1683825261.0076
MEM 353.660156 1683825261.1078
MEM 353.660156 1683825261.2081
MEM 353.660156 1683825261.3084
MEM 353.660156 1683825261.4087
MEM 353.660156 1683825261.5090
MEM 353.660156 1683825261.6093
MEM 353.660156 1683825261.7096
MEM 353.660156 1683825261.8099
MEM 353.660156 1683825261.9102
MEM 353.660156 1683825262.0105
MEM 353.660156 1683825262.1108
MEM 353.660156 1683825262.2111
MEM 353.660156 1683825262.3114
MEM 353.660156 1683825262.4118
MEM 353.660156 1683825262.5121
MEM 353.660156 1683825262.6124
MEM 353.660156 1683825262.7127
