CMDLINE python src/scan_instances.py
MEM 104.355469 1683821604.4560
MEM 104.355469 1683821604.5563
MEM 104.355469 1683821604.6565
MEM 104.355469 1683821604.7568
MEM 104.355469 1683821604.8571
MEM 104.730469 1683821604.9574
MEM 104.730469 1683821605.0576
MEM 104.730469 1683821605.1579
MEM 104.730469 1683821605.2581
MEM 104.988281 1683821605.3584
MEM 104.988281 1683821605.4587
MEM 104.988281 1683821605.5589
MEM 104.988281 1683821605.6593
MEM 104.988281 1683821605.7596
MEM 104.988281 1683821605.8599
MEM 104.988281 1683821605.9602
MEM 104.988281 1683821606.0605
MEM 105.246094 1683821606.1607
MEM 105.246094 1683821606.2611
MEM 105.246094 1683821606.3613
MEM 105.246094 1683821606.4616
MEM 105.246094 1683821606.5618
MEM 105.246094 1683821606.6621
MEM 105.246094 1683821606.7623
MEM 105.503906 1683821606.8626
MEM 105.503906 1683821606.9628
MEM 105.503906 1683821607.0631
MEM 105.503906 1683821607.1633
MEM 105.503906 1683821607.2636
MEM 105.503906 1683821607.3638
MEM 105.503906 1683821607.4641
MEM 105.761719 1683821607.5643
MEM 105.761719 1683821607.6645
MEM 105.761719 1683821607.7648
MEM 105.761719 1683821607.8650
MEM 105.761719 1683821607.9653
MEM 105.761719 1683821608.0655
MEM 105.761719 1683821608.1658
MEM 106.019531 1683821608.2660
MEM 106.019531 1683821608.3663
MEM 106.019531 1683821608.4665
MEM 106.019531 1683821608.5668
MEM 106.019531 1683821608.6670
MEM 106.019531 1683821608.7672
MEM 106.019531 1683821608.8675
MEM 106.019531 1683821608.9677
MEM 106.019531 1683821609.0680
MEM 106.019531 1683821609.1682
MEM 106.019531 1683821609.2685
MEM 106.019531 1683821609.3687
MEM 106.019531 1683821609.4689
MEM 106.019531 1683821609.5692
MEM 106.019531 1683821609.6695
MEM 106.019531 1683821609.7697
MEM 106.019531 1683821609.8699
MEM 106.019531 1683821609.9702
MEM 106.019531 1683821610.0704
MEM 106.019531 1683821610.1707
MEM 106.019531 1683821610.2709
MEM 106.019531 1683821610.3711
MEM 106.019531 1683821610.4713
MEM 106.277344 1683821610.5716
MEM 106.277344 1683821610.6718
MEM 106.277344 1683821610.7721
MEM 106.277344 1683821610.8725
MEM 106.277344 1683821610.9728
MEM 106.277344 1683821611.0732
MEM 106.277344 1683821611.1734
MEM 106.277344 1683821611.2737
MEM 106.277344 1683821611.3740
MEM 106.535156 1683821611.4743
MEM 106.535156 1683821611.5745
MEM 106.535156 1683821611.6747
MEM 106.535156 1683821611.7750
MEM 106.535156 1683821611.8752
MEM 106.535156 1683821611.9754
MEM 106.535156 1683821612.0757
MEM 106.535156 1683821612.1759
MEM 106.535156 1683821612.2762
MEM 106.535156 1683821612.3764
MEM 106.535156 1683821612.4766
MEM 106.535156 1683821612.5769
MEM 106.535156 1683821612.6772
MEM 106.535156 1683821612.7774
MEM 106.535156 1683821612.8777
MEM 106.535156 1683821612.9779
MEM 106.535156 1683821613.0781
MEM 106.535156 1683821613.1784
MEM 106.535156 1683821613.2786
MEM 106.535156 1683821613.3788
MEM 106.535156 1683821613.4791
MEM 106.535156 1683821613.5793
MEM 106.535156 1683821613.6795
MEM 106.535156 1683821613.7798
MEM 106.535156 1683821613.8801
MEM 106.535156 1683821613.9803
MEM 106.535156 1683821614.0805
MEM 106.535156 1683821614.1808
MEM 106.535156 1683821614.2810
MEM 106.535156 1683821614.3813
MEM 106.535156 1683821614.4815
MEM 106.535156 1683821614.5817
MEM 106.535156 1683821614.6820
MEM 106.535156 1683821614.7822
MEM 106.535156 1683821614.8825
MEM 106.535156 1683821614.9827
MEM 106.535156 1683821615.0830
MEM 106.535156 1683821615.1833
MEM 106.535156 1683821615.2836
MEM 106.535156 1683821615.3842
MEM 106.535156 1683821615.4844
MEM 106.535156 1683821615.5847
MEM 106.535156 1683821615.6849
MEM 106.535156 1683821615.7852
MEM 106.535156 1683821615.8855
MEM 106.535156 1683821615.9859
MEM 106.535156 1683821616.0863
MEM 106.535156 1683821616.1866
MEM 106.535156 1683821616.2868
MEM 106.535156 1683821616.3871
MEM 106.535156 1683821616.4874
MEM 106.535156 1683821616.5876
MEM 106.535156 1683821616.6879
MEM 106.535156 1683821616.7881
MEM 106.535156 1683821616.8884
MEM 106.535156 1683821616.9886
MEM 106.535156 1683821617.0892
MEM 106.535156 1683821617.1894
MEM 106.535156 1683821617.2897
MEM 106.535156 1683821617.3902
MEM 106.535156 1683821617.4904
MEM 106.535156 1683821617.5907
MEM 106.535156 1683821617.6912
MEM 106.535156 1683821617.7916
MEM 106.535156 1683821617.8923
MEM 106.535156 1683821617.9926
MEM 106.535156 1683821618.0930
MEM 106.535156 1683821618.1933
MEM 106.535156 1683821618.2935
MEM 106.535156 1683821618.3940
MEM 106.535156 1683821618.4942
MEM 106.535156 1683821618.5945
MEM 106.535156 1683821618.6947
MEM 106.535156 1683821618.7953
MEM 106.535156 1683821618.8957
MEM 106.535156 1683821618.9962
MEM 106.535156 1683821619.0966
MEM 106.535156 1683821619.1971
MEM 106.535156 1683821619.2973
MEM 106.535156 1683821619.3976
MEM 106.535156 1683821619.4978
MEM 106.535156 1683821619.5983
MEM 106.535156 1683821619.6986
MEM 106.535156 1683821619.7991
MEM 106.535156 1683821619.8995
MEM 106.535156 1683821619.9998
MEM 106.535156 1683821620.1001
MEM 106.535156 1683821620.2003
MEM 106.535156 1683821620.3005
MEM 106.535156 1683821620.4008
MEM 106.535156 1683821620.5010
MEM 106.535156 1683821620.6012
MEM 106.535156 1683821620.7015
MEM 106.535156 1683821620.8017
MEM 106.535156 1683821620.9020
MEM 106.535156 1683821621.0023
MEM 106.535156 1683821621.1026
MEM 106.535156 1683821621.2029
MEM 106.535156 1683821621.3032
MEM 106.535156 1683821621.4034
MEM 106.535156 1683821621.5037
MEM 106.535156 1683821621.6040
MEM 106.535156 1683821621.7042
MEM 106.535156 1683821621.8045
MEM 106.535156 1683821621.9047
MEM 106.535156 1683821622.0049
MEM 106.535156 1683821622.1052
MEM 106.535156 1683821622.2054
MEM 106.535156 1683821622.3057
MEM 106.535156 1683821622.4059
MEM 106.535156 1683821622.5062
MEM 106.535156 1683821622.6064
MEM 106.535156 1683821622.7067
MEM 106.535156 1683821622.8069
MEM 106.535156 1683821622.9072
MEM 106.535156 1683821623.0075
MEM 106.535156 1683821623.1078
MEM 106.535156 1683821623.2081
MEM 106.535156 1683821623.3083
MEM 106.535156 1683821623.4086
MEM 106.535156 1683821623.5089
MEM 106.535156 1683821623.6091
MEM 106.535156 1683821623.7094
MEM 106.535156 1683821623.8097
MEM 106.535156 1683821623.9099
MEM 107.109375 1683821624.0102
MEM 107.109375 1683821624.1105
MEM 107.109375 1683821624.2107
MEM 107.109375 1683821624.3110
MEM 107.109375 1683821624.4113
MEM 107.109375 1683821624.5116
MEM 107.109375 1683821624.6118
MEM 107.367188 1683821624.7121
MEM 107.367188 1683821624.8124
MEM 107.367188 1683821624.9127
MEM 107.367188 1683821625.0129
MEM 107.367188 1683821625.1132
MEM 107.367188 1683821625.2135
MEM 107.367188 1683821625.3137
MEM 107.367188 1683821625.4140
MEM 107.367188 1683821625.5143
MEM 107.367188 1683821625.6146
MEM 107.367188 1683821625.7148
MEM 107.367188 1683821625.8152
MEM 107.367188 1683821625.9155
MEM 107.367188 1683821626.0160
MEM 107.367188 1683821626.1165
MEM 107.367188 1683821626.2168
MEM 107.367188 1683821626.3172
MEM 107.367188 1683821626.4175
MEM 107.367188 1683821626.5178
MEM 107.367188 1683821626.6181
MEM 107.367188 1683821626.7184
MEM 107.625000 1683821626.8187
MEM 107.625000 1683821626.9190
MEM 107.625000 1683821627.0193
MEM 107.625000 1683821627.1196
MEM 107.625000 1683821627.2199
MEM 107.625000 1683821627.3202
MEM 107.625000 1683821627.4205
MEM 107.882812 1683821627.5208
MEM 107.882812 1683821627.6211
MEM 107.882812 1683821627.7214
MEM 107.882812 1683821627.8217
MEM 107.882812 1683821627.9220
MEM 107.882812 1683821628.0223
MEM 107.882812 1683821628.1226
MEM 107.882812 1683821628.2229
MEM 107.882812 1683821628.3232
MEM 107.882812 1683821628.4235
MEM 107.882812 1683821628.5238
MEM 107.882812 1683821628.6240
MEM 107.882812 1683821628.7243
MEM 107.882812 1683821628.8246
MEM 107.882812 1683821628.9249
MEM 107.882812 1683821629.0252
MEM 107.882812 1683821629.1255
MEM 107.882812 1683821629.2258
MEM 107.882812 1683821629.3261
MEM 107.882812 1683821629.4264
MEM 108.140625 1683821629.5266
MEM 108.140625 1683821629.6269
MEM 108.140625 1683821629.7272
MEM 108.140625 1683821629.8275
MEM 108.140625 1683821629.9278
MEM 108.140625 1683821630.0281
MEM 108.140625 1683821630.1284
MEM 108.140625 1683821630.2287
MEM 108.140625 1683821630.3290
MEM 108.140625 1683821630.4292
MEM 108.140625 1683821630.5294
MEM 108.140625 1683821630.6297
MEM 108.140625 1683821630.7300
MEM 108.140625 1683821630.8303
MEM 108.398438 1683821630.9306
MEM 108.398438 1683821631.0308
MEM 108.398438 1683821631.1311
MEM 108.398438 1683821631.2314
MEM 108.398438 1683821631.3317
MEM 108.398438 1683821631.4320
MEM 108.398438 1683821631.5323
MEM 108.656250 1683821631.6326
MEM 108.656250 1683821631.7329
MEM 108.656250 1683821631.8332
MEM 108.656250 1683821631.9335
MEM 108.656250 1683821632.0338
MEM 108.656250 1683821632.1340
MEM 108.656250 1683821632.2343
MEM 108.656250 1683821632.3346
MEM 108.656250 1683821632.4349
MEM 108.656250 1683821632.5352
MEM 108.656250 1683821632.6354
MEM 108.656250 1683821632.7357
MEM 108.656250 1683821632.8360
MEM 108.656250 1683821632.9363
MEM 108.656250 1683821633.0366
MEM 108.656250 1683821633.1368
MEM 108.656250 1683821633.2371
MEM 108.656250 1683821633.3374
MEM 108.656250 1683821633.4377
MEM 108.656250 1683821633.5379
MEM 108.656250 1683821633.6382
MEM 108.656250 1683821633.7385
MEM 108.914062 1683821633.8388
MEM 108.914062 1683821633.9391
MEM 108.914062 1683821634.0394
MEM 108.914062 1683821634.1396
MEM 108.914062 1683821634.2399
MEM 108.914062 1683821634.3402
MEM 109.171875 1683821634.4405
MEM 109.171875 1683821634.5408
MEM 109.171875 1683821634.6411
MEM 109.171875 1683821634.7414
MEM 109.171875 1683821634.8417
MEM 109.171875 1683821634.9420
MEM 109.171875 1683821635.0423
MEM 109.171875 1683821635.1426
MEM 109.171875 1683821635.2429
MEM 109.171875 1683821635.3432
MEM 109.171875 1683821635.4435
MEM 109.171875 1683821635.5437
MEM 109.171875 1683821635.6440
MEM 109.171875 1683821635.7443
MEM 109.171875 1683821635.8446
MEM 109.171875 1683821635.9449
MEM 109.171875 1683821636.0452
MEM 109.429688 1683821636.1454
MEM 109.429688 1683821636.2457
MEM 109.429688 1683821636.3459
MEM 109.429688 1683821636.4463
MEM 109.429688 1683821636.5466
MEM 109.429688 1683821636.6469
MEM 109.429688 1683821636.7472
MEM 109.687500 1683821636.8475
MEM 109.687500 1683821636.9478
MEM 109.687500 1683821637.0481
MEM 109.687500 1683821637.1483
MEM 109.687500 1683821637.2486
MEM 109.687500 1683821637.3489
MEM 109.687500 1683821637.4492
MEM 109.687500 1683821637.5496
MEM 109.687500 1683821637.6499
MEM 109.687500 1683821637.7502
MEM 109.687500 1683821637.8505
MEM 109.687500 1683821637.9508
MEM 109.687500 1683821638.0511
MEM 109.687500 1683821638.1514
MEM 109.687500 1683821638.2516
MEM 109.687500 1683821638.3519
MEM 109.945312 1683821638.4522
MEM 109.945312 1683821638.5525
MEM 109.945312 1683821638.6528
MEM 109.945312 1683821638.7531
MEM 109.945312 1683821638.8533
MEM 109.945312 1683821638.9536
MEM 109.945312 1683821639.0539
MEM 109.945312 1683821639.1542
MEM 109.945312 1683821639.2545
MEM 110.203125 1683821639.3547
MEM 110.203125 1683821639.4550
MEM 110.203125 1683821639.5553
MEM 110.203125 1683821639.6556
MEM 110.203125 1683821639.7559
MEM 110.203125 1683821639.8563
MEM 110.203125 1683821639.9566
MEM 110.203125 1683821640.0569
MEM 110.203125 1683821640.1572
MEM 110.460938 1683821640.2575
MEM 110.460938 1683821640.3578
MEM 110.460938 1683821640.4581
MEM 110.460938 1683821640.5585
MEM 110.460938 1683821640.6588
MEM 110.460938 1683821640.7591
MEM 110.460938 1683821640.8594
MEM 110.460938 1683821640.9597
MEM 110.460938 1683821641.0600
MEM 110.460938 1683821641.1603
MEM 110.460938 1683821641.2606
MEM 110.460938 1683821641.3610
MEM 110.460938 1683821641.4613
MEM 110.460938 1683821641.5616
MEM 110.460938 1683821641.6620
MEM 110.460938 1683821641.7623
MEM 110.460938 1683821641.8626
MEM 110.460938 1683821641.9629
MEM 110.460938 1683821642.0632
MEM 110.460938 1683821642.1635
MEM 110.718750 1683821642.2638
MEM 110.718750 1683821642.3641
MEM 110.718750 1683821642.4644
MEM 110.718750 1683821642.5646
MEM 110.718750 1683821642.6649
MEM 110.718750 1683821642.7652
MEM 110.718750 1683821642.8655
MEM 110.718750 1683821642.9658
MEM 110.976562 1683821643.0660
MEM 110.976562 1683821643.1663
MEM 110.976562 1683821643.2666
MEM 110.976562 1683821643.3669
MEM 110.976562 1683821643.4672
MEM 110.976562 1683821643.5675
MEM 110.976562 1683821643.6678
MEM 110.976562 1683821643.7681
MEM 110.976562 1683821643.8684
MEM 110.976562 1683821643.9687
MEM 110.976562 1683821644.0691
MEM 110.976562 1683821644.1694
MEM 110.976562 1683821644.2698
MEM 110.976562 1683821644.3701
MEM 110.976562 1683821644.4704
MEM 110.976562 1683821644.5707
MEM 110.976562 1683821644.6710
MEM 110.976562 1683821644.7713
MEM 111.234375 1683821644.8716
MEM 111.234375 1683821644.9719
MEM 111.234375 1683821645.0721
MEM 111.234375 1683821645.1724
MEM 111.234375 1683821645.2727
MEM 111.234375 1683821645.3731
MEM 111.234375 1683821645.4734
MEM 111.234375 1683821645.5737
MEM 111.234375 1683821645.6740
MEM 111.492188 1683821645.7743
MEM 111.492188 1683821645.8746
MEM 111.492188 1683821645.9749
MEM 111.492188 1683821646.0751
MEM 111.492188 1683821646.1754
MEM 111.492188 1683821646.2758
MEM 111.492188 1683821646.3761
MEM 111.492188 1683821646.4764
MEM 111.492188 1683821646.5767
MEM 111.492188 1683821646.6770
MEM 111.750000 1683821646.7772
MEM 111.750000 1683821646.8775
MEM 111.750000 1683821646.9778
MEM 111.750000 1683821647.0781
MEM 111.750000 1683821647.1784
MEM 111.750000 1683821647.2787
MEM 111.750000 1683821647.3790
MEM 111.750000 1683821647.4793
MEM 111.750000 1683821647.5796
MEM 111.750000 1683821647.6799
MEM 111.750000 1683821647.7802
MEM 111.750000 1683821647.8805
MEM 111.750000 1683821647.9808
MEM 111.750000 1683821648.0810
MEM 111.750000 1683821648.1813
MEM 111.750000 1683821648.2816
MEM 111.750000 1683821648.3819
MEM 111.750000 1683821648.4822
MEM 111.750000 1683821648.5825
MEM 111.750000 1683821648.6827
MEM 112.007812 1683821648.7830
MEM 112.007812 1683821648.8834
MEM 112.007812 1683821648.9837
MEM 112.007812 1683821649.0840
MEM 112.007812 1683821649.1843
MEM 112.007812 1683821649.2846
MEM 112.007812 1683821649.3849
MEM 112.007812 1683821649.4851
MEM 112.007812 1683821649.5854
MEM 112.265625 1683821649.6857
MEM 112.265625 1683821649.7860
MEM 112.265625 1683821649.8863
MEM 112.265625 1683821649.9866
MEM 112.265625 1683821650.0869
MEM 112.265625 1683821650.1872
MEM 112.265625 1683821650.2875
MEM 112.265625 1683821650.3878
MEM 112.265625 1683821650.4883
MEM 112.265625 1683821650.5886
MEM 112.265625 1683821650.6889
MEM 112.265625 1683821650.7892
MEM 112.265625 1683821650.8895
MEM 112.265625 1683821650.9899
MEM 112.265625 1683821651.0902
MEM 112.265625 1683821651.1905
MEM 112.265625 1683821651.2908
MEM 112.265625 1683821651.3911
MEM 112.265625 1683821651.4914
MEM 112.265625 1683821651.5916
MEM 112.265625 1683821651.6919
MEM 112.265625 1683821651.7921
MEM 112.265625 1683821651.8924
MEM 112.265625 1683821651.9927
MEM 112.265625 1683821652.0930
MEM 112.265625 1683821652.1934
MEM 112.265625 1683821652.2937
MEM 112.265625 1683821652.3940
MEM 112.265625 1683821652.4942
MEM 112.265625 1683821652.5945
MEM 112.265625 1683821652.6948
MEM 112.265625 1683821652.7951
MEM 112.265625 1683821652.8954
MEM 112.265625 1683821652.9957
MEM 112.265625 1683821653.0959
MEM 112.265625 1683821653.1962
MEM 112.265625 1683821653.2965
MEM 112.265625 1683821653.3968
MEM 112.265625 1683821653.4971
MEM 112.265625 1683821653.5974
MEM 112.265625 1683821653.6977
MEM 112.265625 1683821653.7980
MEM 112.265625 1683821653.8983
MEM 112.265625 1683821653.9986
MEM 112.265625 1683821654.0989
MEM 112.265625 1683821654.1992
MEM 112.265625 1683821654.2995
MEM 112.265625 1683821654.3998
MEM 112.265625 1683821654.5001
MEM 112.265625 1683821654.6004
MEM 112.265625 1683821654.7007
MEM 112.265625 1683821654.8010
MEM 112.265625 1683821654.9013
MEM 112.265625 1683821655.0016
MEM 112.265625 1683821655.1019
MEM 112.265625 1683821655.2022
MEM 112.265625 1683821655.3025
MEM 112.265625 1683821655.4028
MEM 112.265625 1683821655.5031
MEM 112.265625 1683821655.6034
MEM 112.265625 1683821655.7037
MEM 112.265625 1683821655.8041
MEM 112.265625 1683821655.9044
MEM 112.265625 1683821656.0047
MEM 112.265625 1683821656.1050
MEM 112.265625 1683821656.2053
MEM 112.265625 1683821656.3056
MEM 112.265625 1683821656.4059
MEM 112.265625 1683821656.5062
MEM 112.265625 1683821656.6065
MEM 112.265625 1683821656.7068
MEM 112.265625 1683821656.8072
MEM 112.265625 1683821656.9075
MEM 112.265625 1683821657.0078
MEM 112.265625 1683821657.1081
MEM 112.265625 1683821657.2084
MEM 112.265625 1683821657.3087
MEM 112.265625 1683821657.4091
MEM 112.265625 1683821657.5094
MEM 112.265625 1683821657.6097
MEM 112.265625 1683821657.7100
MEM 112.265625 1683821657.8103
MEM 112.265625 1683821657.9106
MEM 112.265625 1683821658.0109
MEM 112.265625 1683821658.1112
MEM 112.265625 1683821658.2115
MEM 112.265625 1683821658.3118
MEM 112.265625 1683821658.4121
MEM 112.265625 1683821658.5123
MEM 112.265625 1683821658.6126
MEM 112.265625 1683821658.7129
MEM 112.265625 1683821658.8132
MEM 112.265625 1683821658.9135
MEM 112.265625 1683821659.0137
MEM 112.265625 1683821659.1140
MEM 112.265625 1683821659.2143
MEM 112.265625 1683821659.3145
MEM 112.265625 1683821659.4148
MEM 112.265625 1683821659.5151
MEM 112.265625 1683821659.6154
MEM 112.265625 1683821659.7156
MEM 112.265625 1683821659.8159
MEM 112.265625 1683821659.9162
MEM 112.265625 1683821660.0165
MEM 112.265625 1683821660.1168
MEM 112.265625 1683821660.2171
MEM 112.265625 1683821660.3174
MEM 112.265625 1683821660.4177
MEM 112.265625 1683821660.5180
MEM 112.265625 1683821660.6184
MEM 112.265625 1683821660.7187
MEM 112.265625 1683821660.8190
MEM 112.265625 1683821660.9192
MEM 112.265625 1683821661.0195
MEM 112.265625 1683821661.1198
MEM 112.265625 1683821661.2201
MEM 112.265625 1683821661.3203
MEM 112.265625 1683821661.4206
MEM 112.265625 1683821661.5210
MEM 112.265625 1683821661.6212
MEM 112.265625 1683821661.7216
MEM 112.265625 1683821661.8219
MEM 112.265625 1683821661.9222
MEM 112.265625 1683821662.0225
MEM 112.265625 1683821662.1229
MEM 112.265625 1683821662.2232
MEM 112.265625 1683821662.3234
MEM 112.265625 1683821662.4238
MEM 112.265625 1683821662.5240
MEM 112.265625 1683821662.6243
MEM 112.265625 1683821662.7246
MEM 112.265625 1683821662.8248
MEM 112.265625 1683821662.9251
MEM 112.265625 1683821663.0254
MEM 112.265625 1683821663.1257
MEM 112.265625 1683821663.2260
MEM 112.265625 1683821663.3263
MEM 112.265625 1683821663.4266
MEM 112.265625 1683821663.5269
MEM 112.265625 1683821663.6272
MEM 112.265625 1683821663.7275
MEM 112.265625 1683821663.8278
MEM 112.265625 1683821663.9281
MEM 112.265625 1683821664.0283
MEM 112.265625 1683821664.1286
MEM 112.265625 1683821664.2289
MEM 112.265625 1683821664.3292
MEM 112.265625 1683821664.4295
MEM 112.265625 1683821664.5298
MEM 112.265625 1683821664.6301
MEM 112.265625 1683821664.7304
MEM 112.265625 1683821664.8307
MEM 112.265625 1683821664.9310
MEM 112.265625 1683821665.0313
MEM 112.265625 1683821665.1316
MEM 112.265625 1683821665.2318
MEM 112.265625 1683821665.3321
MEM 112.265625 1683821665.4324
MEM 112.265625 1683821665.5327
MEM 112.265625 1683821665.6330
MEM 112.265625 1683821665.7332
MEM 112.265625 1683821665.8335
MEM 112.265625 1683821665.9339
MEM 112.265625 1683821666.0341
MEM 112.265625 1683821666.1344
MEM 112.265625 1683821666.2347
MEM 112.265625 1683821666.3350
MEM 112.265625 1683821666.4353
MEM 112.265625 1683821666.5356
MEM 112.265625 1683821666.6359
MEM 112.265625 1683821666.7362
MEM 112.265625 1683821666.8364
MEM 112.265625 1683821666.9368
MEM 112.265625 1683821667.0371
MEM 112.265625 1683821667.1374
MEM 112.265625 1683821667.2378
MEM 112.265625 1683821667.3381
MEM 112.265625 1683821667.4383
MEM 112.265625 1683821667.5387
MEM 112.265625 1683821667.6389
MEM 112.265625 1683821667.7391
MEM 112.265625 1683821667.8394
MEM 112.265625 1683821667.9396
MEM 112.265625 1683821668.0399
MEM 112.265625 1683821668.1401
MEM 112.265625 1683821668.2403
MEM 112.265625 1683821668.3406
MEM 112.265625 1683821668.4409
MEM 112.265625 1683821668.5411
MEM 112.265625 1683821668.6414
MEM 112.265625 1683821668.7416
MEM 112.265625 1683821668.8418
MEM 112.265625 1683821668.9421
MEM 112.265625 1683821669.0423
MEM 112.265625 1683821669.1426
MEM 112.265625 1683821669.2428
MEM 112.265625 1683821669.3430
MEM 112.265625 1683821669.4433
MEM 112.265625 1683821669.5435
MEM 112.265625 1683821669.6437
MEM 112.265625 1683821669.7440
MEM 112.265625 1683821669.8442
MEM 112.265625 1683821669.9444
MEM 112.265625 1683821670.0447
MEM 112.265625 1683821670.1449
MEM 112.265625 1683821670.2451
MEM 112.265625 1683821670.3454
MEM 112.265625 1683821670.4456
MEM 112.265625 1683821670.5458
MEM 112.265625 1683821670.6461
MEM 112.265625 1683821670.7463
MEM 112.265625 1683821670.8465
MEM 112.265625 1683821670.9468
MEM 112.265625 1683821671.0471
MEM 112.265625 1683821671.1473
MEM 112.265625 1683821671.2475
MEM 112.265625 1683821671.3478
MEM 112.265625 1683821671.4480
MEM 112.265625 1683821671.5483
MEM 112.265625 1683821671.6485
MEM 112.265625 1683821671.7488
MEM 112.265625 1683821671.8490
MEM 112.265625 1683821671.9493
MEM 112.265625 1683821672.0496
MEM 112.265625 1683821672.1500
MEM 112.265625 1683821672.2503
MEM 112.265625 1683821672.3506
MEM 112.265625 1683821672.4510
MEM 112.265625 1683821672.5512
MEM 112.265625 1683821672.6515
MEM 112.265625 1683821672.7518
MEM 112.265625 1683821672.8520
MEM 112.265625 1683821672.9523
MEM 112.265625 1683821673.0525
MEM 112.265625 1683821673.1527
MEM 112.265625 1683821673.2530
MEM 112.265625 1683821673.3533
MEM 112.265625 1683821673.4535
MEM 112.265625 1683821673.5537
MEM 112.265625 1683821673.6540
MEM 112.265625 1683821673.7542
MEM 112.265625 1683821673.8545
MEM 112.265625 1683821673.9548
MEM 112.265625 1683821674.0550
MEM 112.265625 1683821674.1552
MEM 112.265625 1683821674.2555
MEM 112.265625 1683821674.3557
MEM 112.265625 1683821674.4560
MEM 112.265625 1683821674.5562
MEM 112.265625 1683821674.6565
MEM 112.265625 1683821674.7567
MEM 112.265625 1683821674.8570
MEM 112.265625 1683821674.9571
MEM 112.265625 1683821675.0574
MEM 112.265625 1683821675.1576
MEM 112.265625 1683821675.2579
MEM 112.265625 1683821675.3581
MEM 112.265625 1683821675.4583
MEM 112.265625 1683821675.5586
MEM 112.265625 1683821675.6589
MEM 112.265625 1683821675.7591
MEM 112.265625 1683821675.8593
MEM 112.265625 1683821675.9596
MEM 112.265625 1683821676.0599
MEM 112.265625 1683821676.1601
MEM 112.265625 1683821676.2604
MEM 112.265625 1683821676.3606
MEM 112.265625 1683821676.4609
