CMDLINE /home/stefano/anaconda3/bin/python instances/getInstancesPeersqueue.py
MEM 128.839844 1683051913.0595
MEM 128.839844 1683051913.1599
MEM 128.839844 1683051913.2602
MEM 128.839844 1683051913.3604
MEM 128.839844 1683051913.4607
MEM 128.839844 1683051913.5609
MEM 128.839844 1683051913.6612
MEM 128.839844 1683051913.7615
MEM 128.839844 1683051913.8619
MEM 128.839844 1683051913.9622
MEM 128.839844 1683051914.0624
MEM 128.839844 1683051914.1627
MEM 128.839844 1683051914.2629
MEM 128.839844 1683051914.3633
MEM 128.839844 1683051914.4636
MEM 128.839844 1683051914.5640
MEM 128.839844 1683051914.6643
MEM 128.839844 1683051914.7646
MEM 128.839844 1683051914.8649
MEM 129.097656 1683051914.9652
MEM 129.097656 1683051915.0654
MEM 129.097656 1683051915.1657
MEM 129.097656 1683051915.2659
MEM 129.097656 1683051915.3663
MEM 129.097656 1683051915.4665
MEM 129.097656 1683051915.5667
MEM 129.613281 1683051915.6671
MEM 129.613281 1683051915.7673
MEM 129.613281 1683051915.8676
MEM 129.613281 1683051915.9680
MEM 129.613281 1683051916.0683
MEM 129.613281 1683051916.1686
MEM 129.871094 1683051916.2688
MEM 129.871094 1683051916.3697
MEM 129.871094 1683051916.4699
MEM 129.871094 1683051916.5702
MEM 129.871094 1683051916.6704
MEM 129.871094 1683051916.7706
MEM 129.871094 1683051916.8709
MEM 129.871094 1683051916.9712
MEM 130.640625 1683051917.0716
MEM 130.640625 1683051917.1718
MEM 131.410156 1683051917.2722
MEM 131.410156 1683051917.3725
MEM 132.949219 1683051917.4728
MEM 132.949219 1683051917.5731
MEM 135.257812 1683051917.6734
MEM 135.773438 1683051917.7737
MEM 135.773438 1683051917.8741
MEM 135.773438 1683051917.9744
MEM 135.773438 1683051918.0747
MEM 135.773438 1683051918.1750
MEM 135.773438 1683051918.2753
MEM 135.773438 1683051918.3756
MEM 136.800781 1683051918.4759
MEM 137.570312 1683051918.5763
MEM 138.339844 1683051918.6766
MEM 139.109375 1683051918.7769
MEM 139.109375 1683051918.8773
MEM 139.109375 1683051918.9776
MEM 139.109375 1683051919.0779
MEM 139.109375 1683051919.1783
MEM 139.109375 1683051919.2786
MEM 139.109375 1683051919.3789
MEM 139.109375 1683051919.4793
MEM 139.109375 1683051919.5795
MEM 139.109375 1683051919.6798
MEM 139.109375 1683051919.7801
MEM 139.109375 1683051919.8804
MEM 139.109375 1683051919.9808
MEM 139.109375 1683051920.0811
MEM 139.109375 1683051920.1814
MEM 139.367188 1683051920.2817
MEM 139.367188 1683051920.3821
MEM 139.367188 1683051920.4824
MEM 139.367188 1683051920.5827
MEM 139.367188 1683051920.6831
MEM 140.136719 1683051920.7835
MEM 140.136719 1683051920.8838
MEM 140.136719 1683051920.9841
MEM 140.136719 1683051921.0844
MEM 140.136719 1683051921.1847
MEM 140.136719 1683051921.2850
MEM 140.136719 1683051921.3853
MEM 140.136719 1683051921.4857
MEM 140.136719 1683051921.5860
MEM 140.394531 1683051921.6864
MEM 141.937500 1683051921.7867
MEM 141.937500 1683051921.8870
MEM 142.195312 1683051921.9874
MEM 142.195312 1683051922.0877
MEM 142.195312 1683051922.1880
MEM 142.453125 1683051922.2883
MEM 142.453125 1683051922.3886
MEM 142.453125 1683051922.4889
MEM 143.222656 1683051922.5892
MEM 143.222656 1683051922.6894
MEM 143.222656 1683051922.7897
MEM 143.222656 1683051922.8899
MEM 143.476562 1683051922.9902
MEM 143.992188 1683051923.0905
MEM 143.992188 1683051923.1909
MEM 144.761719 1683051923.2912
MEM 144.761719 1683051923.3916
MEM 145.531250 1683051923.4918
MEM 145.789062 1683051923.5921
MEM 146.304688 1683051923.6924
MEM 146.304688 1683051923.7928
MEM 146.820312 1683051923.8931
MEM 146.820312 1683051923.9934
MEM 147.078125 1683051924.0938
MEM 147.078125 1683051924.1941
MEM 147.078125 1683051924.2944
MEM 147.078125 1683051924.3947
MEM 149.390625 1683051924.4951
MEM 149.390625 1683051924.5954
MEM 149.390625 1683051924.6956
MEM 149.390625 1683051924.7960
MEM 149.390625 1683051924.8962
MEM 149.648438 1683051924.9966
MEM 149.648438 1683051925.0969
MEM 149.648438 1683051925.1972
MEM 149.648438 1683051925.2975
MEM 149.906250 1683051925.3979
MEM 149.906250 1683051925.4982
MEM 150.164062 1683051925.5986
MEM 150.164062 1683051925.6988
MEM 150.164062 1683051925.7992
MEM 150.164062 1683051925.8995
MEM 150.164062 1683051925.9998
MEM 150.164062 1683051926.1002
MEM 150.164062 1683051926.2006
MEM 150.421875 1683051926.3009
MEM 150.421875 1683051926.4013
MEM 150.679688 1683051926.5016
MEM 150.679688 1683051926.6019
MEM 150.679688 1683051926.7022
MEM 150.937500 1683051926.8026
MEM 150.937500 1683051926.9030
MEM 150.937500 1683051927.0033
MEM 150.937500 1683051927.1037
MEM 151.710938 1683051927.2040
MEM 151.710938 1683051927.3043
MEM 152.480469 1683051927.4046
MEM 153.250000 1683051927.5049
MEM 155.304688 1683051927.6053
MEM 155.304688 1683051927.7056
MEM 156.332031 1683051927.8059
MEM 157.101562 1683051927.9063
MEM 157.101562 1683051928.0067
MEM 157.871094 1683051928.1071
MEM 157.871094 1683051928.2074
MEM 158.640625 1683051928.3077
MEM 160.953125 1683051928.4080
MEM 161.210938 1683051928.5083
MEM 161.210938 1683051928.6087
MEM 161.980469 1683051928.7090
MEM 162.496094 1683051928.8093
MEM 163.269531 1683051928.9097
MEM 164.039062 1683051929.0099
MEM 164.039062 1683051929.1102
MEM 164.039062 1683051929.2106
MEM 164.296875 1683051929.3109
MEM 164.296875 1683051929.4113
MEM 164.812500 1683051929.5116
MEM 164.812500 1683051929.6119
MEM 165.324219 1683051929.7122
MEM 165.324219 1683051929.8126
MEM 165.324219 1683051929.9129
MEM 165.324219 1683051930.0132
MEM 165.324219 1683051930.1136
MEM 165.582031 1683051930.2139
MEM 165.582031 1683051930.3142
MEM 166.351562 1683051930.4146
MEM 166.351562 1683051930.5149
MEM 166.351562 1683051930.6152
MEM 166.609375 1683051930.7156
MEM 166.609375 1683051930.8159
MEM 166.609375 1683051930.9163
MEM 166.609375 1683051931.0166
MEM 167.378906 1683051931.1170
MEM 167.378906 1683051931.2173
MEM 168.152344 1683051931.3177
MEM 168.410156 1683051931.4181
MEM 168.410156 1683051931.5184
MEM 168.410156 1683051931.6188
MEM 168.410156 1683051931.7191
MEM 168.410156 1683051931.8195
MEM 168.410156 1683051931.9198
MEM 168.410156 1683051932.0202
MEM 168.410156 1683051932.1205
MEM 168.410156 1683051932.2208
MEM 168.410156 1683051932.3211
MEM 168.410156 1683051932.4214
MEM 168.410156 1683051932.5217
MEM 169.183594 1683051932.6220
MEM 169.699219 1683051932.7223
MEM 169.699219 1683051932.8226
MEM 170.468750 1683051932.9229
MEM 170.468750 1683051933.0232
MEM 170.468750 1683051933.1234
MEM 170.468750 1683051933.2238
MEM 172.265625 1683051933.3241
MEM 173.035156 1683051933.4244
MEM 173.035156 1683051933.5246
MEM 173.035156 1683051933.6249
MEM 173.035156 1683051933.7252
MEM 173.808594 1683051933.8255
MEM 173.808594 1683051933.9258
MEM 174.578125 1683051934.0261
MEM 175.351562 1683051934.1264
MEM 175.351562 1683051934.2268
MEM 176.125000 1683051934.3271
MEM 176.125000 1683051934.4275
MEM 176.898438 1683051934.5278
MEM 177.667969 1683051934.6281
MEM 177.667969 1683051934.7284
MEM 177.925781 1683051934.8288
MEM 177.925781 1683051934.9291
MEM 177.925781 1683051935.0294
MEM 177.925781 1683051935.1298
MEM 177.925781 1683051935.2301
MEM 177.925781 1683051935.3304
MEM 177.925781 1683051935.4306
MEM 177.925781 1683051935.5309
MEM 177.925781 1683051935.6312
MEM 177.925781 1683051935.7315
MEM 177.925781 1683051935.8318
MEM 177.925781 1683051935.9320
MEM 178.953125 1683051936.0323
MEM 178.953125 1683051936.1326
MEM 178.953125 1683051936.2329
MEM 178.953125 1683051936.3331
MEM 179.726562 1683051936.4335
MEM 179.726562 1683051936.5339
MEM 179.984375 1683051936.6343
MEM 180.242188 1683051936.7346
MEM 180.242188 1683051936.8350
MEM 180.242188 1683051936.9353
MEM 180.242188 1683051937.0357
MEM 180.242188 1683051937.1359
MEM 180.242188 1683051937.2362
MEM 180.242188 1683051937.3366
MEM 180.242188 1683051937.4369
MEM 180.242188 1683051937.5373
MEM 180.242188 1683051937.6377
MEM 180.242188 1683051937.7379
MEM 180.242188 1683051937.8382
MEM 180.242188 1683051937.9386
MEM 181.269531 1683051938.0389
MEM 182.042969 1683051938.1393
MEM 182.558594 1683051938.2396
MEM 182.558594 1683051938.3399
MEM 182.558594 1683051938.4403
MEM 182.558594 1683051938.5407
MEM 182.558594 1683051938.6411
MEM 182.558594 1683051938.7414
MEM 182.812500 1683051938.8417
MEM 182.812500 1683051938.9420
MEM 183.328125 1683051939.0423
MEM 183.328125 1683051939.1427
MEM 183.328125 1683051939.2430
MEM 184.613281 1683051939.3432
MEM 184.613281 1683051939.4435
MEM 184.613281 1683051939.5438
MEM 184.613281 1683051939.6441
MEM 184.613281 1683051939.7444
MEM 184.613281 1683051939.8447
MEM 184.613281 1683051939.9450
MEM 184.613281 1683051940.0453
MEM 185.386719 1683051940.1455
MEM 185.386719 1683051940.2459
MEM 186.414062 1683051940.3461
MEM 186.414062 1683051940.4464
MEM 186.414062 1683051940.5466
MEM 186.414062 1683051940.6469
MEM 186.671875 1683051940.7472
MEM 186.929688 1683051940.8475
MEM 186.929688 1683051940.9477
MEM 186.929688 1683051941.0480
MEM 186.929688 1683051941.1483
MEM 186.929688 1683051941.2486
MEM 186.929688 1683051941.3490
MEM 186.929688 1683051941.4493
MEM 186.929688 1683051941.5497
MEM 186.929688 1683051941.6500
MEM 187.187500 1683051941.7503
MEM 187.187500 1683051941.8506
MEM 187.187500 1683051941.9510
MEM 187.187500 1683051942.0513
MEM 187.960938 1683051942.1516
MEM 187.960938 1683051942.2520
MEM 187.960938 1683051942.3523
MEM 187.960938 1683051942.4525
MEM 188.992188 1683051942.5528
MEM 188.992188 1683051942.6531
MEM 188.992188 1683051942.7535
MEM 188.992188 1683051942.8539
MEM 188.992188 1683051942.9542
MEM 189.250000 1683051943.0545
MEM 189.250000 1683051943.1548
MEM 190.789062 1683051943.2552
MEM 191.558594 1683051943.3555
MEM 192.332031 1683051943.4558
MEM 192.589844 1683051943.5562
MEM 192.589844 1683051943.6565
MEM 193.359375 1683051943.7568
MEM 193.359375 1683051943.8571
MEM 193.359375 1683051943.9574
MEM 194.128906 1683051944.0577
MEM 194.128906 1683051944.1580
MEM 194.128906 1683051944.2583
MEM 194.128906 1683051944.3586
MEM 194.128906 1683051944.4590
MEM 194.386719 1683051944.5593
MEM 194.386719 1683051944.6596
MEM 195.417969 1683051944.7599
MEM 196.445312 1683051944.8602
MEM 196.445312 1683051944.9605
MEM 196.445312 1683051945.0607
MEM 196.445312 1683051945.1611
MEM 196.445312 1683051945.2613
MEM 196.445312 1683051945.3617
MEM 196.445312 1683051945.4620
MEM 196.445312 1683051945.5623
MEM 196.703125 1683051945.6625
MEM 196.703125 1683051945.7628
MEM 196.703125 1683051945.8631
MEM 196.703125 1683051945.9633
MEM 196.703125 1683051946.0637
MEM 196.703125 1683051946.1640
MEM 196.703125 1683051946.2644
MEM 196.703125 1683051946.3647
MEM 196.960938 1683051946.4650
MEM 196.960938 1683051946.5654
MEM 196.960938 1683051946.6658
MEM 196.960938 1683051946.7662
MEM 196.960938 1683051946.8665
MEM 196.960938 1683051946.9669
MEM 196.960938 1683051947.0672
MEM 197.476562 1683051947.1675
MEM 197.476562 1683051947.2678
MEM 197.476562 1683051947.3682
MEM 197.476562 1683051947.4685
MEM 197.476562 1683051947.5688
MEM 198.250000 1683051947.6692
MEM 198.250000 1683051947.7695
MEM 198.250000 1683051947.8698
MEM 198.250000 1683051947.9701
MEM 198.250000 1683051948.0704
MEM 198.250000 1683051948.1708
MEM 198.250000 1683051948.2711
MEM 198.250000 1683051948.3714
MEM 198.250000 1683051948.4717
MEM 198.250000 1683051948.5720
MEM 198.250000 1683051948.6722
MEM 198.250000 1683051948.7724
MEM 198.250000 1683051948.8727
MEM 198.250000 1683051948.9730
MEM 198.250000 1683051949.0733
MEM 198.250000 1683051949.1737
MEM 198.507812 1683051949.2740
MEM 198.507812 1683051949.3743
MEM 198.507812 1683051949.4746
MEM 198.507812 1683051949.5750
MEM 198.507812 1683051949.6753
MEM 198.507812 1683051949.7756
MEM 198.507812 1683051949.8759
MEM 198.507812 1683051949.9762
MEM 198.507812 1683051950.0765
MEM 198.507812 1683051950.1768
MEM 198.507812 1683051950.2771
MEM 198.507812 1683051950.3773
MEM 198.507812 1683051950.4777
MEM 198.507812 1683051950.5781
MEM 199.023438 1683051950.6784
MEM 199.277344 1683051950.7787
MEM 199.277344 1683051950.8791
MEM 199.277344 1683051950.9794
MEM 199.792969 1683051951.0797
MEM 199.792969 1683051951.1801
MEM 200.050781 1683051951.2804
MEM 200.050781 1683051951.3807
MEM 200.050781 1683051951.4811
MEM 200.050781 1683051951.5813
MEM 200.050781 1683051951.6817
MEM 200.566406 1683051951.7821
MEM 200.824219 1683051951.8824
MEM 201.339844 1683051951.9828
MEM 201.339844 1683051952.0832
MEM 201.339844 1683051952.1835
MEM 201.339844 1683051952.2839
MEM 201.339844 1683051952.3842
MEM 201.339844 1683051952.4844
MEM 201.339844 1683051952.5847
MEM 201.339844 1683051952.6850
MEM 201.339844 1683051952.7853
MEM 201.339844 1683051952.8856
MEM 201.339844 1683051952.9860
MEM 201.339844 1683051953.0863
MEM 201.339844 1683051953.1866
MEM 201.339844 1683051953.2869
MEM 201.855469 1683051953.3873
MEM 203.394531 1683051953.4876
MEM 203.394531 1683051953.5879
MEM 203.394531 1683051953.6882
MEM 203.394531 1683051953.7885
MEM 203.394531 1683051953.8888
MEM 203.394531 1683051953.9891
MEM 203.394531 1683051954.0893
MEM 203.652344 1683051954.1895
MEM 203.652344 1683051954.2898
MEM 203.652344 1683051954.3900
MEM 203.652344 1683051954.4903
MEM 203.652344 1683051954.5905
MEM 203.652344 1683051954.6907
MEM 203.652344 1683051954.7910
MEM 203.652344 1683051954.8913
MEM 203.652344 1683051954.9916
MEM 203.652344 1683051955.0919
MEM 203.652344 1683051955.1921
MEM 203.652344 1683051955.2925
MEM 203.652344 1683051955.3929
MEM 203.652344 1683051955.4931
MEM 203.652344 1683051955.5934
MEM 203.652344 1683051955.6938
MEM 203.652344 1683051955.7941
MEM 203.652344 1683051955.8945
MEM 204.167969 1683051955.9948
MEM 204.425781 1683051956.0951
MEM 204.425781 1683051956.1955
MEM 204.425781 1683051956.2958
MEM 204.425781 1683051956.3961
MEM 204.425781 1683051956.4965
MEM 204.937500 1683051956.5968
MEM 204.937500 1683051956.6972
MEM 204.937500 1683051956.7975
MEM 204.937500 1683051956.8979
MEM 204.937500 1683051956.9982
MEM 204.937500 1683051957.0986
MEM 204.937500 1683051957.1989
MEM 204.937500 1683051957.2992
MEM 204.937500 1683051957.3995
MEM 204.937500 1683051957.4999
MEM 205.195312 1683051957.6002
MEM 205.195312 1683051957.7005
MEM 205.453125 1683051957.8008
MEM 205.453125 1683051957.9011
MEM 205.453125 1683051958.0013
MEM 205.453125 1683051958.1016
MEM 205.453125 1683051958.2018
MEM 205.453125 1683051958.3021
MEM 205.453125 1683051958.4024
MEM 205.453125 1683051958.5027
MEM 206.222656 1683051958.6030
MEM 206.222656 1683051958.7034
MEM 206.222656 1683051958.8036
MEM 206.222656 1683051958.9039
MEM 206.480469 1683051959.0042
MEM 206.480469 1683051959.1044
MEM 206.480469 1683051959.2046
MEM 206.480469 1683051959.3049
MEM 206.480469 1683051959.4051
MEM 207.253906 1683051959.5053
MEM 207.511719 1683051959.6056
MEM 207.511719 1683051959.7059
MEM 207.511719 1683051959.8062
MEM 207.511719 1683051959.9065
MEM 208.027344 1683051960.0068
MEM 208.027344 1683051960.1072
MEM 208.027344 1683051960.2075
MEM 208.800781 1683051960.3078
MEM 208.800781 1683051960.4081
MEM 208.800781 1683051960.5084
MEM 209.058594 1683051960.6088
MEM 209.058594 1683051960.7091
MEM 209.316406 1683051960.8094
MEM 209.316406 1683051960.9097
MEM 209.316406 1683051961.0100
MEM 209.316406 1683051961.1104
MEM 209.316406 1683051961.2107
MEM 209.316406 1683051961.3111
MEM 209.316406 1683051961.4113
MEM 209.316406 1683051961.5116
MEM 209.316406 1683051961.6119
MEM 210.089844 1683051961.7123
MEM 210.089844 1683051961.8126
MEM 210.089844 1683051961.9129
MEM 210.089844 1683051962.0133
MEM 210.089844 1683051962.1136
MEM 210.089844 1683051962.2139
MEM 210.089844 1683051962.3142
MEM 210.089844 1683051962.4145
MEM 210.347656 1683051962.5148
MEM 210.347656 1683051962.6151
MEM 210.347656 1683051962.7154
MEM 210.347656 1683051962.8156
MEM 210.347656 1683051962.9158
MEM 210.347656 1683051963.0161
MEM 210.347656 1683051963.1165
MEM 210.347656 1683051963.2168
MEM 210.347656 1683051963.3171
MEM 210.347656 1683051963.4175
MEM 210.347656 1683051963.5179
MEM 210.347656 1683051963.6182
MEM 210.347656 1683051963.7185
MEM 210.347656 1683051963.8188
MEM 210.347656 1683051963.9191
MEM 210.347656 1683051964.0195
MEM 210.347656 1683051964.1198
MEM 210.347656 1683051964.2202
MEM 210.347656 1683051964.3206
MEM 210.347656 1683051964.4209
MEM 210.347656 1683051964.5212
MEM 210.347656 1683051964.6216
MEM 210.347656 1683051964.7218
MEM 210.347656 1683051964.8222
MEM 210.347656 1683051964.9225
MEM 210.347656 1683051965.0228
MEM 210.347656 1683051965.1231
MEM 210.347656 1683051965.2235
MEM 210.347656 1683051965.3238
MEM 210.347656 1683051965.4242
MEM 210.347656 1683051965.5246
MEM 210.347656 1683051965.6249
MEM 210.347656 1683051965.7252
MEM 210.347656 1683051965.8256
MEM 210.347656 1683051965.9259
MEM 210.347656 1683051966.0262
MEM 210.347656 1683051966.1265
MEM 210.347656 1683051966.2268
MEM 210.347656 1683051966.3271
MEM 210.347656 1683051966.4275
MEM 210.347656 1683051966.5278
MEM 210.347656 1683051966.6281
MEM 210.347656 1683051966.7285
MEM 210.347656 1683051966.8288
MEM 210.347656 1683051966.9290
MEM 210.347656 1683051967.0294
MEM 210.347656 1683051967.1298
MEM 210.347656 1683051967.2301
MEM 210.347656 1683051967.3303
MEM 210.605469 1683051967.4307
MEM 210.605469 1683051967.5310
MEM 210.605469 1683051967.6314
MEM 210.605469 1683051967.7317
MEM 210.605469 1683051967.8321
MEM 210.605469 1683051967.9324
MEM 210.605469 1683051968.0328
MEM 210.605469 1683051968.1331
MEM 210.605469 1683051968.2335
MEM 210.863281 1683051968.3338
MEM 210.863281 1683051968.4341
MEM 210.863281 1683051968.5345
MEM 210.863281 1683051968.6347
MEM 210.863281 1683051968.7351
MEM 210.863281 1683051968.8354
MEM 211.121094 1683051968.9358
MEM 211.121094 1683051969.0361
MEM 211.121094 1683051969.1364
MEM 211.121094 1683051969.2368
MEM 211.121094 1683051969.3370
MEM 211.121094 1683051969.4373
MEM 211.121094 1683051969.5376
MEM 211.378906 1683051969.6380
MEM 211.378906 1683051969.7382
MEM 211.378906 1683051969.8385
MEM 211.378906 1683051969.9389
MEM 211.378906 1683051970.0393
MEM 211.378906 1683051970.1396
MEM 211.378906 1683051970.2399
MEM 211.378906 1683051970.3402
MEM 211.378906 1683051970.4405
MEM 211.378906 1683051970.5408
MEM 211.378906 1683051970.6411
MEM 211.378906 1683051970.7414
MEM 211.378906 1683051970.8417
MEM 211.378906 1683051970.9420
MEM 211.378906 1683051971.0424
MEM 211.378906 1683051971.1428
MEM 211.378906 1683051971.2430
MEM 211.378906 1683051971.3434
MEM 211.378906 1683051971.4437
MEM 211.378906 1683051971.5440
MEM 211.378906 1683051971.6442
MEM 211.378906 1683051971.7446
MEM 211.378906 1683051971.8449
MEM 211.378906 1683051971.9452
MEM 211.378906 1683051972.0455
MEM 211.378906 1683051972.1457
MEM 211.378906 1683051972.2459
MEM 211.378906 1683051972.3463
MEM 211.378906 1683051972.4467
MEM 211.378906 1683051972.5469
MEM 211.378906 1683051972.6472
MEM 211.378906 1683051972.7475
MEM 211.378906 1683051972.8477
MEM 211.378906 1683051972.9479
MEM 211.378906 1683051973.0484
MEM 211.378906 1683051973.1486
MEM 211.378906 1683051973.2487
MEM 211.378906 1683051973.3489
MEM 211.378906 1683051973.4491
MEM 211.378906 1683051973.5494
MEM 211.378906 1683051973.6495
MEM 211.378906 1683051973.7498
MEM 211.378906 1683051973.8501
MEM 211.378906 1683051973.9503
MEM 211.378906 1683051974.0505
MEM 211.378906 1683051974.1507
MEM 211.378906 1683051974.2510
MEM 211.378906 1683051974.3512
MEM 211.378906 1683051974.4516
MEM 211.378906 1683051974.5519
MEM 211.378906 1683051974.6521
MEM 211.378906 1683051974.7524
MEM 211.378906 1683051974.8527
MEM 211.378906 1683051974.9530
MEM 211.378906 1683051975.0532
MEM 211.378906 1683051975.1534
MEM 211.378906 1683051975.2537
MEM 211.378906 1683051975.3539
MEM 211.378906 1683051975.4541
MEM 211.378906 1683051975.5544
MEM 211.378906 1683051975.6546
MEM 211.378906 1683051975.7548
MEM 211.378906 1683051975.8550
MEM 211.378906 1683051975.9552
MEM 211.378906 1683051976.0554
MEM 211.378906 1683051976.1556
MEM 211.378906 1683051976.2558
MEM 211.378906 1683051976.3560
MEM 211.378906 1683051976.4561
MEM 211.378906 1683051976.5563
MEM 211.378906 1683051976.6566
MEM 211.378906 1683051976.7569
MEM 211.378906 1683051976.8572
MEM 211.378906 1683051976.9574
MEM 211.378906 1683051977.0577
MEM 211.378906 1683051977.1578
MEM 211.378906 1683051977.2581
MEM 211.378906 1683051977.3585
MEM 211.378906 1683051977.4588
MEM 211.378906 1683051977.5591
MEM 211.378906 1683051977.6595
MEM 211.378906 1683051977.7598
MEM 211.378906 1683051977.8601
MEM 211.378906 1683051977.9603
MEM 211.378906 1683051978.0606
MEM 211.378906 1683051978.1610
MEM 211.378906 1683051978.2613
MEM 211.378906 1683051978.3616
MEM 211.378906 1683051978.4620
MEM 211.378906 1683051978.5623
MEM 211.378906 1683051978.6627
MEM 211.378906 1683051978.7630
MEM 211.378906 1683051978.8633
MEM 211.378906 1683051978.9636
MEM 211.378906 1683051979.0640
MEM 211.378906 1683051979.1643
MEM 211.378906 1683051979.2646
MEM 211.378906 1683051979.3650
MEM 211.378906 1683051979.4653
MEM 211.378906 1683051979.5656
MEM 211.378906 1683051979.6659
MEM 211.378906 1683051979.7663
MEM 211.378906 1683051979.8667
MEM 211.378906 1683051979.9670
MEM 211.378906 1683051980.0674
MEM 211.378906 1683051980.1677
MEM 211.378906 1683051980.2680
MEM 211.378906 1683051980.3684
MEM 211.378906 1683051980.4687
MEM 211.378906 1683051980.5690
MEM 211.378906 1683051980.6693
MEM 211.894531 1683051980.7697
MEM 211.894531 1683051980.8700
MEM 211.894531 1683051980.9704
MEM 211.894531 1683051981.0708
MEM 211.894531 1683051981.1711
MEM 211.894531 1683051981.2715
MEM 211.894531 1683051981.3717
MEM 211.894531 1683051981.4720
MEM 211.894531 1683051981.5724
MEM 211.894531 1683051981.6726
MEM 211.894531 1683051981.7729
MEM 211.894531 1683051981.8732
MEM 211.894531 1683051981.9735
MEM 211.894531 1683051982.0738
MEM 211.894531 1683051982.1741
MEM 211.894531 1683051982.2744
MEM 211.894531 1683051982.3747
MEM 211.894531 1683051982.4751
MEM 211.894531 1683051982.5754
