CMDLINE python instances/scan_instances.py
MEM 105.289062 1683650211.6357
MEM 105.289062 1683650211.7360
MEM 105.289062 1683650211.8363
MEM 105.289062 1683650211.9366
MEM 105.289062 1683650212.0369
MEM 105.289062 1683650212.1372
MEM 105.289062 1683650212.2375
MEM 105.289062 1683650212.3378
MEM 105.289062 1683650212.4381
MEM 105.289062 1683650212.5385
MEM 105.289062 1683650212.6387
MEM 105.289062 1683650212.7390
MEM 105.289062 1683650212.8393
MEM 105.289062 1683650212.9396
MEM 105.289062 1683650213.0399
MEM 105.289062 1683650213.1401
MEM 105.289062 1683650213.2403
MEM 105.289062 1683650213.3405
MEM 105.289062 1683650213.4408
MEM 105.289062 1683650213.5412
MEM 105.289062 1683650213.6414
MEM 105.289062 1683650213.7415
MEM 105.289062 1683650213.8417
MEM 105.289062 1683650213.9420
MEM 105.289062 1683650214.0421
MEM 105.289062 1683650214.1423
MEM 105.289062 1683650214.2425
MEM 105.289062 1683650214.3428
MEM 105.289062 1683650214.4432
MEM 105.289062 1683650214.5436
MEM 105.289062 1683650214.6439
MEM 105.289062 1683650214.7441
MEM 105.289062 1683650214.8444
MEM 105.289062 1683650214.9446
MEM 105.289062 1683650215.0448
MEM 105.289062 1683650215.1451
MEM 105.289062 1683650215.2453
MEM 105.289062 1683650215.3455
MEM 105.289062 1683650215.4458
MEM 105.289062 1683650215.5459
MEM 105.289062 1683650215.6462
MEM 105.289062 1683650215.7464
MEM 105.289062 1683650215.8467
MEM 105.289062 1683650215.9470
MEM 105.289062 1683650216.0473
MEM 105.289062 1683650216.1476
MEM 105.289062 1683650216.2478
MEM 105.289062 1683650216.3481
MEM 105.289062 1683650216.4483
MEM 105.289062 1683650216.5486
MEM 105.289062 1683650216.6488
MEM 105.289062 1683650216.7492
MEM 105.289062 1683650216.8496
MEM 105.289062 1683650216.9499
MEM 105.289062 1683650217.0502
MEM 105.289062 1683650217.1506
MEM 105.289062 1683650217.2510
MEM 105.289062 1683650217.3513
MEM 105.289062 1683650217.4515
MEM 105.289062 1683650217.5518
MEM 105.289062 1683650217.6522
MEM 105.289062 1683650217.7525
MEM 105.289062 1683650217.8530
MEM 105.289062 1683650217.9534
MEM 105.289062 1683650218.0539
MEM 105.289062 1683650218.1541
MEM 105.289062 1683650218.2546
MEM 105.289062 1683650218.3550
MEM 105.289062 1683650218.4554
MEM 105.289062 1683650218.5557
MEM 105.289062 1683650218.6562
MEM 105.289062 1683650218.7566
MEM 105.289062 1683650218.8570
MEM 105.289062 1683650218.9573
MEM 105.289062 1683650219.0577
MEM 105.289062 1683650219.1581
MEM 105.289062 1683650219.2584
MEM 105.289062 1683650219.3586
MEM 105.289062 1683650219.4589
MEM 105.289062 1683650219.5591
MEM 105.289062 1683650219.6594
MEM 105.289062 1683650219.7599
MEM 105.289062 1683650219.8603
MEM 105.289062 1683650219.9608
MEM 105.289062 1683650220.0611
MEM 105.289062 1683650220.1614
MEM 105.289062 1683650220.2617
MEM 105.289062 1683650220.3619
MEM 105.289062 1683650220.4622
MEM 105.289062 1683650220.5624
MEM 105.289062 1683650220.6627
MEM 105.289062 1683650220.7629
MEM 105.289062 1683650220.8632
MEM 105.289062 1683650220.9635
MEM 105.289062 1683650221.0638
MEM 105.289062 1683650221.1640
MEM 105.289062 1683650221.2644
MEM 105.289062 1683650221.3646
MEM 105.289062 1683650221.4649
MEM 105.289062 1683650221.5652
MEM 105.289062 1683650221.6654
MEM 105.289062 1683650221.7657
MEM 105.289062 1683650221.8660
MEM 105.289062 1683650221.9662
MEM 105.289062 1683650222.0665
MEM 105.289062 1683650222.1668
MEM 105.289062 1683650222.2670
MEM 105.289062 1683650222.3673
MEM 105.289062 1683650222.4675
MEM 105.289062 1683650222.5678
MEM 105.289062 1683650222.6681
MEM 105.289062 1683650222.7683
MEM 105.289062 1683650222.8686
MEM 105.289062 1683650222.9689
MEM 105.289062 1683650223.0691
MEM 105.289062 1683650223.1694
MEM 105.289062 1683650223.2696
MEM 105.289062 1683650223.3700
MEM 105.289062 1683650223.4703
MEM 105.289062 1683650223.5707
MEM 105.289062 1683650223.6710
MEM 105.289062 1683650223.7712
MEM 105.289062 1683650223.8715
MEM 105.289062 1683650223.9717
MEM 105.289062 1683650224.0722
MEM 105.289062 1683650224.1724
MEM 105.289062 1683650224.2727
MEM 105.289062 1683650224.3730
MEM 105.289062 1683650224.4733
MEM 105.289062 1683650224.5735
MEM 105.289062 1683650224.6738
MEM 105.289062 1683650224.7741
MEM 105.289062 1683650224.8743
MEM 105.289062 1683650224.9746
MEM 105.289062 1683650225.0748
MEM 105.289062 1683650225.1751
MEM 105.289062 1683650225.2754
MEM 105.289062 1683650225.3757
MEM 105.289062 1683650225.4759
MEM 105.289062 1683650225.5762
MEM 105.289062 1683650225.6765
MEM 105.289062 1683650225.7767
MEM 105.289062 1683650225.8770
MEM 105.289062 1683650225.9773
MEM 105.289062 1683650226.0776
MEM 105.289062 1683650226.1779
MEM 105.289062 1683650226.2782
MEM 105.289062 1683650226.3785
MEM 105.289062 1683650226.4788
MEM 105.289062 1683650226.5791
MEM 105.289062 1683650226.6792
MEM 105.289062 1683650226.7794
MEM 105.289062 1683650226.8797
MEM 105.289062 1683650226.9799
MEM 105.289062 1683650227.0801
MEM 105.289062 1683650227.1804
MEM 105.289062 1683650227.2806
MEM 105.289062 1683650227.3809
MEM 105.289062 1683650227.4812
MEM 105.289062 1683650227.5814
MEM 105.289062 1683650227.6816
MEM 105.289062 1683650227.7819
MEM 105.289062 1683650227.8821
MEM 105.289062 1683650227.9823
MEM 105.289062 1683650228.0826
MEM 105.289062 1683650228.1828
MEM 105.289062 1683650228.2830
MEM 105.289062 1683650228.3832
MEM 105.289062 1683650228.4834
MEM 105.289062 1683650228.5836
MEM 105.289062 1683650228.6839
MEM 105.289062 1683650228.7840
MEM 105.289062 1683650228.8843
MEM 105.289062 1683650228.9846
MEM 105.289062 1683650229.0849
MEM 105.289062 1683650229.1851
MEM 105.289062 1683650229.2853
MEM 105.289062 1683650229.3855
MEM 105.289062 1683650229.4857
MEM 105.289062 1683650229.5859
MEM 105.289062 1683650229.6861
MEM 105.289062 1683650229.7863
MEM 105.289062 1683650229.8865
MEM 105.289062 1683650229.9867
MEM 105.289062 1683650230.0869
MEM 105.289062 1683650230.1871
MEM 105.289062 1683650230.2874
MEM 105.289062 1683650230.3876
MEM 105.289062 1683650230.4879
MEM 105.914062 1683650230.5881
MEM 105.914062 1683650230.6883
MEM 105.914062 1683650230.7885
MEM 105.914062 1683650230.8887
MEM 105.914062 1683650230.9890
MEM 105.914062 1683650231.0893
MEM 105.914062 1683650231.1895
MEM 105.914062 1683650231.2898
MEM 105.914062 1683650231.3901
MEM 105.914062 1683650231.4903
MEM 105.914062 1683650231.5905
MEM 105.914062 1683650231.6908
MEM 105.914062 1683650231.7911
MEM 105.914062 1683650231.8914
MEM 105.914062 1683650231.9916
MEM 105.914062 1683650232.0918
MEM 105.914062 1683650232.1920
MEM 105.914062 1683650232.2922
MEM 105.914062 1683650232.3924
MEM 105.914062 1683650232.4927
MEM 105.914062 1683650232.5929
MEM 105.914062 1683650232.6931
MEM 105.914062 1683650232.7933
MEM 105.914062 1683650232.8935
MEM 105.914062 1683650232.9937
MEM 105.914062 1683650233.0939
MEM 105.914062 1683650233.1941
MEM 105.914062 1683650233.2943
MEM 105.914062 1683650233.3945
MEM 105.914062 1683650233.4947
MEM 105.914062 1683650233.5949
MEM 105.914062 1683650233.6951
MEM 105.914062 1683650233.7953
MEM 105.914062 1683650233.8955
MEM 105.914062 1683650233.9957
MEM 105.914062 1683650234.0960
MEM 105.914062 1683650234.1963
MEM 105.914062 1683650234.2966
MEM 105.914062 1683650234.3968
MEM 105.914062 1683650234.4970
MEM 105.914062 1683650234.5972
MEM 105.914062 1683650234.6975
MEM 105.914062 1683650234.7978
MEM 105.914062 1683650234.8981
MEM 105.914062 1683650234.9983
MEM 105.914062 1683650235.0985
MEM 105.914062 1683650235.1987
MEM 105.914062 1683650235.2989
MEM 105.914062 1683650235.3991
MEM 105.914062 1683650235.4993
MEM 105.914062 1683650235.5995
MEM 105.914062 1683650235.6996
MEM 105.914062 1683650235.7999
MEM 105.914062 1683650235.9001
MEM 105.914062 1683650236.0003
MEM 105.914062 1683650236.1006
MEM 105.914062 1683650236.2009
MEM 105.914062 1683650236.3012
MEM 105.914062 1683650236.4015
MEM 105.914062 1683650236.5016
MEM 105.914062 1683650236.6019
MEM 105.914062 1683650236.7022
MEM 105.914062 1683650236.8024
MEM 105.914062 1683650236.9027
MEM 105.914062 1683650237.0030
MEM 105.914062 1683650237.1033
MEM 105.914062 1683650237.2036
MEM 105.914062 1683650237.3040
MEM 105.914062 1683650237.4044
MEM 105.914062 1683650237.5048
MEM 105.914062 1683650237.6052
MEM 105.914062 1683650237.7055
MEM 106.171875 1683650237.8059
MEM 106.171875 1683650237.9063
MEM 106.171875 1683650238.0065
MEM 106.171875 1683650238.1068
MEM 106.171875 1683650238.2070
MEM 106.171875 1683650238.3072
MEM 106.171875 1683650238.4075
MEM 106.171875 1683650238.5077
MEM 106.171875 1683650238.6080
MEM 106.171875 1683650238.7082
MEM 106.171875 1683650238.8084
MEM 106.171875 1683650238.9087
MEM 106.171875 1683650239.0089
MEM 106.171875 1683650239.1091
MEM 106.171875 1683650239.2094
MEM 106.171875 1683650239.3096
MEM 106.171875 1683650239.4099
MEM 106.171875 1683650239.5100
MEM 106.171875 1683650239.6102
MEM 106.171875 1683650239.7104
MEM 106.171875 1683650239.8106
MEM 106.171875 1683650239.9108
MEM 106.171875 1683650240.0111
MEM 106.171875 1683650240.1113
MEM 106.171875 1683650240.2115
MEM 106.171875 1683650240.3118
MEM 106.171875 1683650240.4120
MEM 106.171875 1683650240.5122
MEM 106.171875 1683650240.6125
MEM 106.171875 1683650240.7127
MEM 106.171875 1683650240.8129
MEM 106.171875 1683650240.9132
MEM 106.171875 1683650241.0134
MEM 106.171875 1683650241.1137
MEM 106.171875 1683650241.2140
MEM 106.171875 1683650241.3142
MEM 106.429688 1683650241.4145
MEM 106.429688 1683650241.5148
MEM 106.429688 1683650241.6150
MEM 106.429688 1683650241.7153
MEM 106.429688 1683650241.8155
MEM 106.429688 1683650241.9158
MEM 106.429688 1683650242.0161
MEM 106.429688 1683650242.1163
MEM 106.687500 1683650242.2166
MEM 106.687500 1683650242.3169
MEM 106.687500 1683650242.4171
MEM 106.687500 1683650242.5174
MEM 106.687500 1683650242.6177
MEM 106.687500 1683650242.7180
MEM 106.687500 1683650242.8182
MEM 106.687500 1683650242.9185
MEM 106.687500 1683650243.0187
MEM 106.687500 1683650243.1190
MEM 106.687500 1683650243.2193
MEM 106.687500 1683650243.3195
MEM 106.687500 1683650243.4198
MEM 106.687500 1683650243.5200
MEM 106.687500 1683650243.6203
MEM 106.687500 1683650243.7206
MEM 106.687500 1683650243.8208
MEM 106.687500 1683650243.9211
MEM 106.687500 1683650244.0213
MEM 106.687500 1683650244.1216
MEM 106.687500 1683650244.2219
MEM 106.687500 1683650244.3221
MEM 106.687500 1683650244.4224
MEM 106.687500 1683650244.5227
MEM 106.687500 1683650244.6229
MEM 106.687500 1683650244.7232
MEM 106.687500 1683650244.8234
MEM 106.687500 1683650244.9237
MEM 106.687500 1683650245.0239
MEM 106.687500 1683650245.1242
MEM 106.687500 1683650245.2244
MEM 106.687500 1683650245.3247
MEM 106.687500 1683650245.4249
MEM 106.687500 1683650245.5252
MEM 106.687500 1683650245.6254
MEM 106.687500 1683650245.7257
MEM 106.687500 1683650245.8259
MEM 106.687500 1683650245.9262
MEM 106.687500 1683650246.0265
MEM 106.687500 1683650246.1268
MEM 106.687500 1683650246.2272
MEM 106.945312 1683650246.3275
MEM 106.945312 1683650246.4278
MEM 106.945312 1683650246.5280
MEM 106.945312 1683650246.6283
MEM 106.945312 1683650246.7286
MEM 106.945312 1683650246.8289
MEM 106.945312 1683650246.9292
MEM 106.945312 1683650247.0294
MEM 106.945312 1683650247.1297
MEM 106.945312 1683650247.2299
MEM 106.945312 1683650247.3302
MEM 106.945312 1683650247.4305
MEM 106.945312 1683650247.5307
MEM 106.945312 1683650247.6311
MEM 106.945312 1683650247.7313
MEM 106.945312 1683650247.8316
MEM 106.945312 1683650247.9319
MEM 106.945312 1683650248.0322
MEM 106.945312 1683650248.1325
MEM 106.945312 1683650248.2327
MEM 106.945312 1683650248.3330
MEM 106.945312 1683650248.4332
MEM 106.945312 1683650248.5335
MEM 106.945312 1683650248.6338
MEM 106.945312 1683650248.7340
MEM 106.945312 1683650248.8343
MEM 106.945312 1683650248.9346
MEM 106.945312 1683650249.0348
MEM 106.945312 1683650249.1351
MEM 106.945312 1683650249.2354
MEM 106.945312 1683650249.3357
MEM 106.945312 1683650249.4359
MEM 106.945312 1683650249.5362
MEM 107.203125 1683650249.6365
MEM 107.203125 1683650249.7367
MEM 107.203125 1683650249.8370
MEM 107.203125 1683650249.9373
MEM 107.203125 1683650250.0376
MEM 107.203125 1683650250.1379
MEM 107.203125 1683650250.2381
MEM 107.203125 1683650250.3384
MEM 107.203125 1683650250.4387
MEM 107.203125 1683650250.5390
MEM 107.460938 1683650250.6392
MEM 107.460938 1683650250.7395
MEM 107.460938 1683650250.8398
MEM 107.460938 1683650250.9401
MEM 107.460938 1683650251.0404
MEM 107.460938 1683650251.1407
MEM 107.460938 1683650251.2410
MEM 107.460938 1683650251.3413
MEM 107.460938 1683650251.4416
MEM 107.460938 1683650251.5419
MEM 107.460938 1683650251.6422
MEM 107.460938 1683650251.7425
MEM 107.460938 1683650251.8428
MEM 107.460938 1683650251.9430
MEM 107.460938 1683650252.0433
MEM 107.460938 1683650252.1436
MEM 107.460938 1683650252.2438
MEM 107.460938 1683650252.3441
MEM 107.460938 1683650252.4444
MEM 107.460938 1683650252.5447
MEM 107.460938 1683650252.6449
MEM 107.460938 1683650252.7452
MEM 107.460938 1683650252.8455
MEM 107.460938 1683650252.9458
MEM 107.460938 1683650253.0461
MEM 107.460938 1683650253.1463
MEM 107.460938 1683650253.2466
MEM 107.460938 1683650253.3469
MEM 107.460938 1683650253.4471
MEM 107.460938 1683650253.5474
MEM 107.460938 1683650253.6476
MEM 107.460938 1683650253.7478
MEM 107.460938 1683650253.8481
MEM 107.460938 1683650253.9484
MEM 107.460938 1683650254.0487
MEM 107.460938 1683650254.1489
MEM 107.460938 1683650254.2491
MEM 107.460938 1683650254.3494
MEM 107.460938 1683650254.4497
MEM 107.460938 1683650254.5499
MEM 107.460938 1683650254.6502
MEM 107.460938 1683650254.7504
MEM 107.460938 1683650254.8507
MEM 107.460938 1683650254.9510
MEM 107.460938 1683650255.0512
MEM 107.460938 1683650255.1515
MEM 107.460938 1683650255.2518
MEM 107.460938 1683650255.3521
MEM 107.718750 1683650255.4523
MEM 107.718750 1683650255.5526
MEM 107.718750 1683650255.6528
MEM 107.718750 1683650255.7531
MEM 107.718750 1683650255.8534
MEM 107.718750 1683650255.9537
MEM 107.718750 1683650256.0539
MEM 107.718750 1683650256.1542
MEM 107.718750 1683650256.2545
MEM 107.718750 1683650256.3548
MEM 107.718750 1683650256.4551
MEM 107.718750 1683650256.5554
MEM 107.718750 1683650256.6556
MEM 107.718750 1683650256.7559
MEM 107.718750 1683650256.8562
MEM 107.718750 1683650256.9565
MEM 107.718750 1683650257.0568
MEM 107.718750 1683650257.1570
MEM 107.718750 1683650257.2573
MEM 107.718750 1683650257.3576
MEM 107.718750 1683650257.4579
MEM 107.718750 1683650257.5581
MEM 107.718750 1683650257.6584
MEM 107.718750 1683650257.7586
MEM 107.718750 1683650257.8590
MEM 107.718750 1683650257.9593
MEM 107.718750 1683650258.0595
MEM 107.718750 1683650258.1598
MEM 107.718750 1683650258.2601
