CMDLINE /home/stefano/anaconda3/bin/python boh.py
MEM 86.972656 1683047928.6975
MEM 86.972656 1683047928.7978
MEM 86.972656 1683047928.8981
MEM 86.972656 1683047928.9984
MEM 86.972656 1683047929.0986
MEM 86.972656 1683047929.1989
MEM 86.972656 1683047929.2992
MEM 86.972656 1683047929.3994
MEM 86.972656 1683047929.4997
MEM 86.972656 1683047929.5999
MEM 86.972656 1683047929.7002
MEM 86.972656 1683047929.8005
MEM 86.972656 1683047929.9008
MEM 86.972656 1683047930.0011
MEM 87.488281 1683047930.1015
MEM 87.488281 1683047930.2018
MEM 88.519531 1683047930.3021
MEM 88.777344 1683047930.4024
MEM 88.777344 1683047930.5027
MEM 88.777344 1683047930.6030
MEM 88.777344 1683047930.7033
MEM 88.777344 1683047930.8037
MEM 88.777344 1683047930.9040
MEM 89.808594 1683047931.0043
MEM 90.066406 1683047931.1046
MEM 90.066406 1683047931.2049
MEM 90.066406 1683047931.3052
MEM 90.066406 1683047931.4055
MEM 90.066406 1683047931.5058
MEM 90.066406 1683047931.6062
MEM 90.066406 1683047931.7065
MEM 90.324219 1683047931.8068
MEM 91.355469 1683047931.9071
MEM 91.355469 1683047932.0074
MEM 91.355469 1683047932.1077
MEM 91.355469 1683047932.2080
MEM 91.355469 1683047932.3083
MEM 91.613281 1683047932.4086
MEM 91.613281 1683047932.5089
MEM 91.613281 1683047932.6092
MEM 91.613281 1683047932.7094
MEM 91.871094 1683047932.8098
MEM 91.871094 1683047932.9101
MEM 91.871094 1683047933.0103
MEM 91.871094 1683047933.1105
MEM 91.871094 1683047933.2108
MEM 91.871094 1683047933.3111
MEM 92.386719 1683047933.4115
MEM 93.160156 1683047933.5118
MEM 93.160156 1683047933.6120
MEM 93.160156 1683047933.7122
MEM 93.160156 1683047933.8124
MEM 93.160156 1683047933.9127
MEM 93.160156 1683047934.0129
MEM 93.160156 1683047934.1134
MEM 93.160156 1683047934.2138
MEM 93.160156 1683047934.3140
MEM 93.160156 1683047934.4142
MEM 93.160156 1683047934.5144
MEM 93.160156 1683047934.6146
MEM 93.160156 1683047934.7148
MEM 93.160156 1683047934.8150
MEM 93.160156 1683047934.9153
MEM 93.160156 1683047935.0156
MEM 93.160156 1683047935.1160
MEM 93.160156 1683047935.2163
MEM 93.160156 1683047935.3166
MEM 93.160156 1683047935.4169
MEM 93.160156 1683047935.5172
MEM 93.160156 1683047935.6175
MEM 93.417969 1683047935.7178
MEM 93.417969 1683047935.8180
MEM 93.417969 1683047935.9183
MEM 93.417969 1683047936.0186
MEM 93.417969 1683047936.1189
MEM 93.417969 1683047936.2191
MEM 93.417969 1683047936.3195
MEM 93.417969 1683047936.4199
MEM 93.417969 1683047936.5202
MEM 93.417969 1683047936.6205
MEM 93.417969 1683047936.7208
MEM 93.417969 1683047936.8210
MEM 93.417969 1683047936.9214
MEM 93.417969 1683047937.0217
MEM 93.417969 1683047937.1219
MEM 93.417969 1683047937.2223
MEM 93.417969 1683047937.3226
MEM 93.417969 1683047937.4229
MEM 93.417969 1683047937.5233
MEM 93.417969 1683047937.6236
MEM 93.417969 1683047937.7240
MEM 93.417969 1683047937.8243
MEM 93.417969 1683047937.9246
MEM 85.062500 1683047938.0249
MEM 85.062500 1683047938.1251
MEM 85.062500 1683047938.2253
MEM 85.062500 1683047938.3256
MEM 85.062500 1683047938.4258
MEM 85.062500 1683047938.5262
MEM 85.062500 1683047938.6265
MEM 85.062500 1683047938.7268
MEM 85.062500 1683047938.8270
MEM 85.062500 1683047938.9273
MEM 85.062500 1683047939.0275
MEM 85.062500 1683047939.1278
MEM 85.062500 1683047939.2281
MEM 85.062500 1683047939.3283
MEM 85.062500 1683047939.4286
MEM 85.062500 1683047939.5289
MEM 85.062500 1683047939.6292
MEM 85.062500 1683047939.7294
MEM 85.062500 1683047939.8297
MEM 85.062500 1683047939.9300
MEM 85.062500 1683047940.0302
MEM 85.062500 1683047940.1305
MEM 85.062500 1683047940.2308
MEM 85.062500 1683047940.3311
MEM 85.062500 1683047940.4314
MEM 85.062500 1683047940.5317
MEM 85.062500 1683047940.6319
MEM 85.062500 1683047940.7322
MEM 85.062500 1683047940.8325
MEM 85.062500 1683047940.9328
MEM 85.062500 1683047941.0330
MEM 85.062500 1683047941.1334
MEM 85.062500 1683047941.2336
MEM 85.062500 1683047941.3339
MEM 85.062500 1683047941.4342
MEM 85.062500 1683047941.5345
MEM 85.062500 1683047941.6348
MEM 85.062500 1683047941.7351
MEM 85.062500 1683047941.8354
MEM 85.062500 1683047941.9357
MEM 85.062500 1683047942.0359
MEM 85.062500 1683047942.1362
MEM 85.062500 1683047942.2366
MEM 85.062500 1683047942.3368
MEM 85.062500 1683047942.4371
MEM 85.062500 1683047942.5374
MEM 85.062500 1683047942.6377
MEM 85.062500 1683047942.7380
MEM 85.062500 1683047942.8383
MEM 85.062500 1683047942.9386
MEM 85.062500 1683047943.0388
MEM 85.062500 1683047943.1391
MEM 85.062500 1683047943.2394
MEM 85.062500 1683047943.3398
MEM 85.062500 1683047943.4401
MEM 85.062500 1683047943.5403
MEM 85.062500 1683047943.6406
MEM 85.062500 1683047943.7408
MEM 85.062500 1683047943.8411
MEM 85.062500 1683047943.9414
MEM 85.062500 1683047944.0418
MEM 85.062500 1683047944.1421
MEM 85.062500 1683047944.2424
MEM 85.062500 1683047944.3427
MEM 85.062500 1683047944.4430
MEM 85.062500 1683047944.5433
MEM 85.062500 1683047944.6436
MEM 85.062500 1683047944.7439
MEM 85.062500 1683047944.8442
MEM 85.062500 1683047944.9444
MEM 85.062500 1683047945.0447
MEM 85.062500 1683047945.1450
MEM 85.062500 1683047945.2453
MEM 85.062500 1683047945.3455
MEM 85.062500 1683047945.4458
MEM 85.062500 1683047945.5460
MEM 85.062500 1683047945.6464
MEM 85.062500 1683047945.7467
MEM 85.062500 1683047945.8470
MEM 85.062500 1683047945.9473
MEM 85.062500 1683047946.0475
MEM 85.062500 1683047946.1478
MEM 85.062500 1683047946.2481
MEM 85.062500 1683047946.3483
MEM 85.062500 1683047946.4486
MEM 85.062500 1683047946.5489
MEM 85.062500 1683047946.6492
MEM 85.062500 1683047946.7496
MEM 85.062500 1683047946.8499
MEM 85.062500 1683047946.9502
MEM 85.062500 1683047947.0504
MEM 85.062500 1683047947.1507
MEM 85.062500 1683047947.2509
MEM 85.062500 1683047947.3512
MEM 85.062500 1683047947.4514
MEM 85.062500 1683047947.5517
MEM 85.062500 1683047947.6521
MEM 85.062500 1683047947.7525
MEM 85.062500 1683047947.8528
MEM 85.062500 1683047947.9531
MEM 85.062500 1683047948.0534
MEM 85.062500 1683047948.1538
MEM 85.062500 1683047948.2541
MEM 85.062500 1683047948.3544
MEM 85.062500 1683047948.4547
MEM 85.062500 1683047948.5550
MEM 85.062500 1683047948.6553
MEM 85.062500 1683047948.7557
MEM 85.062500 1683047948.8560
MEM 85.062500 1683047948.9563
MEM 85.062500 1683047949.0565
MEM 85.062500 1683047949.1568
MEM 85.062500 1683047949.2571
MEM 85.062500 1683047949.3573
MEM 85.062500 1683047949.4576
MEM 85.062500 1683047949.5578
MEM 85.062500 1683047949.6581
MEM 85.062500 1683047949.7584
MEM 85.062500 1683047949.8586
MEM 85.062500 1683047949.9591
MEM 85.062500 1683047950.0594
MEM 85.062500 1683047950.1598
MEM 85.062500 1683047950.2601
MEM 85.062500 1683047950.3604
MEM 85.062500 1683047950.4608
MEM 85.062500 1683047950.5611
MEM 85.062500 1683047950.6614
MEM 85.062500 1683047950.7617
MEM 85.062500 1683047950.8621
MEM 85.062500 1683047950.9623
MEM 85.062500 1683047951.0626
MEM 85.062500 1683047951.1629
MEM 85.062500 1683047951.2634
MEM 85.062500 1683047951.3637
MEM 85.062500 1683047951.4641
MEM 85.062500 1683047951.5644
MEM 85.062500 1683047951.6647
MEM 85.062500 1683047951.7650
MEM 85.062500 1683047951.8653
MEM 85.062500 1683047951.9655
MEM 85.062500 1683047952.0659
MEM 85.062500 1683047952.1662
MEM 85.062500 1683047952.2665
MEM 85.062500 1683047952.3668
MEM 85.062500 1683047952.4670
MEM 85.062500 1683047952.5673
MEM 85.062500 1683047952.6677
MEM 85.062500 1683047952.7680
MEM 85.062500 1683047952.8683
MEM 85.062500 1683047952.9686
MEM 85.062500 1683047953.0689
MEM 85.062500 1683047953.1692
MEM 85.062500 1683047953.2694
MEM 85.062500 1683047953.3696
MEM 85.062500 1683047953.4698
MEM 85.062500 1683047953.5701
MEM 85.062500 1683047953.6704
MEM 85.062500 1683047953.7706
MEM 85.062500 1683047953.8709
MEM 85.062500 1683047953.9711
MEM 85.062500 1683047954.0714
MEM 85.062500 1683047954.1716
MEM 85.316406 1683047954.2718
MEM 85.316406 1683047954.3720
MEM 85.316406 1683047954.4722
MEM 85.316406 1683047954.5724
MEM 85.574219 1683047954.6727
MEM 85.574219 1683047954.7729
MEM 85.574219 1683047954.8731
MEM 85.574219 1683047954.9734
MEM 85.574219 1683047955.0736
MEM 85.574219 1683047955.1738
MEM 85.574219 1683047955.2740
MEM 85.574219 1683047955.3742
MEM 85.574219 1683047955.4744
MEM 85.574219 1683047955.5746
MEM 85.574219 1683047955.6749
MEM 85.574219 1683047955.7751
MEM 85.574219 1683047955.8753
MEM 85.574219 1683047955.9756
MEM 85.574219 1683047956.0758
MEM 85.574219 1683047956.1762
MEM 86.089844 1683047956.2765
MEM 86.089844 1683047956.3768
MEM 86.863281 1683047956.4771
MEM 87.378906 1683047956.5774
MEM 87.378906 1683047956.6777
MEM 87.636719 1683047956.7780
MEM 87.636719 1683047956.8783
MEM 87.636719 1683047956.9785
MEM 87.636719 1683047957.0789
MEM 87.894531 1683047957.1791
MEM 87.894531 1683047957.2794
MEM 87.894531 1683047957.3797
MEM 88.410156 1683047957.4800
MEM 88.410156 1683047957.5803
MEM 88.410156 1683047957.6806
MEM 88.410156 1683047957.7809
MEM 88.410156 1683047957.8812
MEM 88.410156 1683047957.9815
MEM 88.410156 1683047958.0818
MEM 88.410156 1683047958.1820
MEM 88.410156 1683047958.2823
MEM 88.410156 1683047958.3825
MEM 88.410156 1683047958.4828
MEM 88.667969 1683047958.5830
MEM 88.667969 1683047958.6833
MEM 89.699219 1683047958.7836
MEM 89.699219 1683047958.8838
MEM 89.699219 1683047958.9840
MEM 89.699219 1683047959.0843
MEM 89.699219 1683047959.1846
MEM 89.699219 1683047959.2848
MEM 89.699219 1683047959.3851
MEM 89.957031 1683047959.4854
MEM 89.957031 1683047959.5857
MEM 90.730469 1683047959.6860
MEM 91.503906 1683047959.7862
MEM 91.761719 1683047959.8865
MEM 91.761719 1683047959.9868
MEM 91.761719 1683047960.0870
MEM 91.761719 1683047960.1874
MEM 91.761719 1683047960.2877
MEM 91.761719 1683047960.3880
MEM 91.761719 1683047960.4884
MEM 91.761719 1683047960.5887
MEM 91.761719 1683047960.6890
MEM 91.761719 1683047960.7893
MEM 91.761719 1683047960.8896
MEM 91.761719 1683047960.9900
MEM 91.761719 1683047961.0903
MEM 91.761719 1683047961.1906
MEM 91.761719 1683047961.2909
MEM 91.761719 1683047961.3912
MEM 92.277344 1683047961.4915
MEM 92.277344 1683047961.5918
MEM 92.535156 1683047961.6920
MEM 92.535156 1683047961.7923
MEM 92.535156 1683047961.8926
MEM 92.535156 1683047961.9928
MEM 92.535156 1683047962.0932
MEM 92.792969 1683047962.1936
MEM 92.792969 1683047962.2939
MEM 93.050781 1683047962.3942
MEM 93.824219 1683047962.4945
MEM 93.824219 1683047962.5948
MEM 93.824219 1683047962.6951
MEM 93.824219 1683047962.7954
MEM 93.824219 1683047962.8956
MEM 93.824219 1683047962.9959
MEM 94.339844 1683047963.0962
MEM 95.113281 1683047963.1964
MEM 95.113281 1683047963.2967
MEM 95.113281 1683047963.3970
MEM 95.371094 1683047963.4973
MEM 95.371094 1683047963.5975
MEM 95.371094 1683047963.6977
MEM 95.371094 1683047963.7984
MEM 95.371094 1683047963.8987
MEM 95.371094 1683047963.9990
MEM 95.371094 1683047964.0993
MEM 95.371094 1683047964.1996
MEM 95.628906 1683047964.2999
MEM 95.628906 1683047964.4003
MEM 95.628906 1683047964.5006
MEM 95.628906 1683047964.6009
MEM 95.628906 1683047964.7012
MEM 95.628906 1683047964.8015
MEM 95.886719 1683047964.9019
MEM 95.886719 1683047965.0022
MEM 95.886719 1683047965.1026
MEM 95.886719 1683047965.2029
MEM 95.886719 1683047965.3032
MEM 95.886719 1683047965.4035
MEM 97.691406 1683047965.5038
MEM 97.691406 1683047965.6041
MEM 97.691406 1683047965.7044
MEM 97.691406 1683047965.8048
MEM 97.691406 1683047965.9051
MEM 97.691406 1683047966.0054
MEM 97.949219 1683047966.1058
MEM 97.949219 1683047966.2061
MEM 98.207031 1683047966.3064
MEM 98.207031 1683047966.4067
MEM 98.464844 1683047966.5069
MEM 98.464844 1683047966.6072
MEM 98.980469 1683047966.7075
MEM 98.980469 1683047966.8078
MEM 98.980469 1683047966.9082
MEM 98.980469 1683047967.0084
MEM 98.980469 1683047967.1088
MEM 99.496094 1683047967.2091
MEM 99.496094 1683047967.3093
MEM 99.753906 1683047967.4097
MEM 99.753906 1683047967.5100
MEM 99.753906 1683047967.6104
MEM 99.753906 1683047967.7108
MEM 99.753906 1683047967.8111
MEM 99.753906 1683047967.9114
MEM 99.753906 1683047968.0117
MEM 99.753906 1683047968.1120
MEM 100.011719 1683047968.2124
MEM 100.011719 1683047968.3127
MEM 100.011719 1683047968.4130
MEM 100.011719 1683047968.5133
MEM 100.011719 1683047968.6136
MEM 100.011719 1683047968.7139
MEM 100.011719 1683047968.8142
MEM 100.011719 1683047968.9144
MEM 100.011719 1683047969.0148
MEM 100.011719 1683047969.1151
MEM 100.269531 1683047969.2155
MEM 100.269531 1683047969.3159
MEM 100.269531 1683047969.4162
MEM 100.269531 1683047969.5166
MEM 100.269531 1683047969.6169
MEM 100.269531 1683047969.7171
MEM 100.269531 1683047969.8174
MEM 100.269531 1683047969.9176
MEM 100.269531 1683047970.0179
MEM 100.269531 1683047970.1182
MEM 100.269531 1683047970.2185
MEM 100.269531 1683047970.3187
MEM 100.269531 1683047970.4190
MEM 100.269531 1683047970.5192
MEM 100.269531 1683047970.6195
MEM 100.269531 1683047970.7197
